;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[];[];0.0;0.0;0;;;625.3539250691731;;;
1;1;the;480;770;509;786;778.0;0.0;1;[];[];0.0;0.0;0;;;588.3539250691731;;;
2;2;overall;518;770;579;786;778.0;0.0;1;[np.float64(5054.0), np.float64(5055.0)];[np.float64(9.405704702649814), np.float64(3.0758810910310785)];416.0;233.0;2;3.5107;3.4932;518.3539250691731;3.5;208.0;416.0
3;3;appearance;587;774;699;790;782.0;4.0;1;[np.float64(5056.0), np.float64(5057.0)];[np.float64(0.18250149946948113), np.float64(0.0)];383.0;216.0;2;3.4199;3.3507;398.3722505836817;3.39;191.5;383.0
4;4;and;707;770;741;786;778.0;4.0;1;[];[];0.0;0.0;0;;;356.3539250691731;;;
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(5058.0), np.float64(5059.0)];[np.float64(0.5218700995812924), np.float64(1.3780888557433855)];383.0;217.0;2;3.429;3.302;236.3539250691731;3.37;191.5;383.0
6;6;of;870;770;887;786;778.0;2.0;1;[];[];0.0;0.0;0;;;210.3539250691731;;;
7;7;the;894;770;923;786;778.0;0.0;1;[np.float64(5060.0)];[np.float64(3.391164004268018)];200.0;200.0;1;3.4167;3.2388;174.3539250691731;3.33;200.0;200.0
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(5061.0), np.float64(5072.0)];[np.float64(2.14048919677748), np.float64(24.649691581726074)];350.0;167.0;2;3.6021;3.4078;83.3539250691731;3.5;175.0;167.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;60.3539250691731;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[];[];0.0;0.0;0;;;23.3539250691731;;;
11;11;image.;1083;770;1144;790;780.0;2.0;1;[np.float64(5062.0), np.float64(5063.0), np.float64(5073.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];584.0;184.0;3;3.5032;3.3342;0.0;3.42;194.6667;767.0
