;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;260;261;297;276;268.5;;1;[];[];0.0;0.0;0;;;507.3306399997994;;;
1;1;image;305;261;362;280;270.5;2.0;1;[np.float64(1175.0)];[np.float64(73.19688110351558)];83.0;83.0;1;3.8781;3.8136;455.24596126392925;3.85;83.0;83.0
2;2;is;370;261;384;276;268.5;2.0;1;[];[];0.0;0.0;0;;;442.18518097018233;;;
3;3;a;392;265;402;276;270.5;2.0;1;[];[];0.0;0.0;0;;;429.6740717359162;;;
4;4;compilation;410;261;518;280;270.5;0.0;1;[];[];0.0;0.0;0;;;356.89987891379894;;;
5;5;of;526;261;544;276;268.5;2.0;1;[];[];0.0;0.0;0;;;348.26482589893845;;;
6;6;four;550;261;588;276;268.5;0.0;1;[];[];0.0;0.0;0;;;331.4341095871603;;;
7;7;photos,;596;261;664;280;270.5;2.0;1;[];[];0.0;0.0;0;;;310.9953713034981;;;
8;8;each;674;261;719;276;268.5;2.0;1;[];[];0.0;0.0;0;;;313.3448753507514;;;
9;9;depicting;727;261;812;280;270.5;2.0;1;[];[];0.0;0.0;0;;;310.8944817070733;;;
10;10;a;821;265;831;276;270.5;0.0;1;[];[];0.0;0.0;0;;;337.35815150723266;;;
11;11;man;840;265;879;276;270.5;0.0;1;[];[];0.0;0.0;0;;;344.85011256003696;;;
12;12;performing;888;261;988;280;270.5;0.0;1;[];[];0.0;0.0;0;;;364.08657972589384;;;
13;13;a;991;257;1001;284;270.5;0.0;1;[];[];0.0;0.0;0;;;424.57237308802723;;;
14;14;trick;1015;261;1054;276;268.5;2.0;1;[];[];0.0;0.0;0;;;447.15468933975046;;;
15;15;on;1062;265;1084;276;270.5;2.0;1;[];[];0.0;0.0;0;;;481.81169403965214;;;
16;16;a;1093;265;1103;276;270.5;0.0;1;[];[];0.0;0.0;0;;;505.7624297625432;;;
17;17;skateboard.;1111;261;1223;276;268.5;2.0;1;[];[];0.0;0.0;0;;;520.0112585433125;;;
18;18;The;1232;261;1268;276;268.5;0.0;1;[];[];0.0;0.0;0;;;620.8729371781261;;;
19;19;man;252;346;291;358;352.0;83.5;2;[];[];0.0;0.0;0;;;466.4159025743584;;;
20;20;is;300;342;314;358;350.0;2.0;2;[];[];0.0;0.0;0;;;446.59029130262815;;;
21;21;wearing;321;342;396;362;352.0;2.0;2;[np.float64(1176.0)];[np.float64(17.00518386066492)];200.0;200.0;1;3.7526;3.693;376.40996906426716;3.72;200.0;200.0
22;22;a;404;346;414;358;352.0;0.0;2;[np.float64(1177.0)];[np.float64(13.577852535247871)];200.0;200.0;1;3.5737;3.5767;364.75100749176397;3.58;200.0;200.0
23;23;black;423;342;472;358;350.0;2.0;2;[];[];0.0;0.0;0;;;322.01791066793385;;;
24;24;shirt;481;342;521;358;350.0;0.0;2;[np.float64(1178.0)];[np.float64(6.39284383600409)];183.0;183.0;1;3.5578;3.5752;290.07711955509666;3.57;183.0;183.0
25;25;and;528;342;562;358;350.0;0.0;2;[np.float64(1179.0)];[np.float64(4.140690422058185)];416.0;416.0;1;3.7178;3.7345;267.34977660993655;3.73;416.0;416.0
26;26;jeans;569;342;621;362;352.0;2.0;2;[];[];0.0;0.0;0;;;239.3958760444015;;;
27;27;throughout;629;342;732;362;352.0;0.0;2;[np.float64(1180.0)];[np.float64(7.417523074150097)];400.0;400.0;1;3.831;3.7572;227.3448753507514;3.79;400.0;400.0
28;28;the;739;342;768;358;350.0;2.0;2;[np.float64(1181.0)];[np.float64(2.39485434197087)];617.0;617.0;1;3.738;3.6096;235.3075164605912;3.67;617.0;617.0
29;29;sequence.;777;346;874;362;354.0;4.0;2;[np.float64(1182.0), np.float64(1183.0)];[np.float64(2.4645548045635337), np.float64(11.055019389666143)];699.0;266.0;2;3.6004;3.4539;241.34420189561592;3.53;349.5;699.0
30;30;In;885;342;900;358;350.0;4.0;2;[];[];0.0;0.0;0;;;298.734371484715;;;
31;31;the;908;342;937;358;350.0;0.0;2;[np.float64(1184.0)];[np.float64(3.687736022472393)];400.0;400.0;1;3.5679;3.4232;313.79183994788735;3.5;400.0;400.0
32;32;first;945;342;980;358;350.0;0.0;2;[np.float64(1185.0)];[np.float64(5.013016748428413)];300.0;300.0;1;3.5814;3.4363;339.885966486794;3.51;300.0;300.0
33;33;photo,;988;342;1045;362;352.0;2.0;2;[];[];0.0;0.0;0;;;370.0687600425994;;;
34;34;the;1054;342;1084;358;350.0;2.0;2;[np.float64(1186.0), np.float64(1187.0)];[np.float64(3.4832228728703285), np.float64(11.198297002125493)];450.0;233.0;2;3.6653;3.4934;426.2463093346344;3.58;225.0;450.0
