;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;467;770;516;786;778.0;;1;[];[];0.0;0.0;0;;;352.4965737407793;;;
1;1;is;525;770;538;786;778.0;0.0;1;[np.float64(4109.0)];[np.float64(1.9141788482664879)];450.0;450.0;1;3.4616;3.4334;330.5284318101228;3.45;450.0;450.0
2;2;the;545;770;574;786;778.0;0.0;1;[];[];0.0;0.0;0;;;294.5908197404905;;;
3;3;title;582;770;615;786;778.0;0.0;1;[np.float64(4110.0)];[np.float64(8.062319388073961)];150.0;150.0;1;3.5314;3.5018;253.68342143389123;3.52;150.0;150.0
4;4;and;623;770;657;786;778.0;0.0;1;[np.float64(4111.0)];[np.float64(7.6084319894964665)];183.0;183.0;1;3.5062;3.478;211.81541403859066;3.49;183.0;183.0
5;5;topic;665;770;710;790;780.0;2.0;1;[np.float64(4112.0)];[np.float64(1.7231698287160953)];316.0;316.0;1;3.5679;3.5059;158.66935414571492;3.54;316.0;316.0
6;6;of;718;770;735;786;778.0;2.0;1;[];[];0.0;0.0;0;;;134.2794391513051;;;
7;7;the;742;770;771;786;778.0;0.0;1;[];[];0.0;0.0;0;;;98.74044064771124;;;
8;8;book;780;770;824;786;778.0;0.0;1;[np.float64(4113.0), np.float64(4114.0)];[np.float64(7.84124282522385), np.float64(12.024664163589478)];383.0;183.0;2;3.5821;3.502;47.69455735378718;3.54;191.5;383.0
9;9;mentioned;833;770;930;786;778.0;0.0;1;[np.float64(4115.0), np.float64(4129.0)];[np.float64(17.50205430117512), np.float64(18.362732648849374)];451.0;184.0;2;3.5543;3.47;18.362732648849374;3.51;225.5;184.0
10;10;in;940;770;954;786;778.0;0.0;1;[];[];0.0;0.0;0;;;74.28730681579923;;;
11;11;the;962;770;991;786;778.0;0.0;1;[np.float64(4116.0)];[np.float64(7.08410253524778)];167.0;167.0;1;3.5367;3.3985;95.75914415769938;3.47;167.0;167.0
12;12;image?;1000;770;1067;790;780.0;2.0;1;[np.float64(4117.0), np.float64(4127.0), np.float64(4128.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];641.0;208.0;3;3.473;3.3533;132.76123992696733;3.41;213.6667;908.0
