;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[];[];0.0;0.0;0;;;568.4062602576215;;;
1;1;could;477;770;526;786;778.0;0.0;1;[np.float64(5238.0), np.float64(5246.0)];[np.float64(3.027450821616412), np.float64(0.0)];416.0;183.0;2;2.3584;2.4605;511.41308543255116;2.41;208.0;183.0
2;2;be;535;770;556;786;778.0;0.0;1;[np.float64(5228.0)];[np.float64(1.414331054687409)];83.0;83.0;1;2.4269;2.5478;481.4173267603781;2.49;83.0;83.0
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;462.50975968598897;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(5229.0), np.float64(5237.0), np.float64(5239.0), np.float64(5243.0)];[np.float64(7.459239266135455), np.float64(14.116024017333984), np.float64(15.387365341186523), np.float64(2.5824996948242642)];550.0;184.0;4;2.348;2.4388;391.539633219077;2.39;137.5;184.0
5;5;the;655;770;684;786;778.0;2.0;1;[np.float64(5240.0), np.float64(5242.0), np.float64(5245.0)];[np.float64(15.791114614998696), np.float64(0.0), np.float64(0.0)];408.0;158.0;3;2.3097;2.3959;353.4435122239955;2.35;136.0;158.0
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(5230.0), np.float64(5241.0)];[np.float64(13.812610149383545), np.float64(8.894403637511521)];317.0;233.0;2;2.2885;2.3595;282.4682688547012;2.32;158.5;233.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;259.47919338699;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(5231.0)];[np.float64(15.973751354217484)];166.0;166.0;1;2.3142;2.3967;222.5015056504233;2.36;166.0;166.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(5244.0), np.float64(5248.0)];[np.float64(0.0), np.float64(0.0)];316.0;183.0;2;2.3554;2.4244;157.56607148288643;2.39;158.0;566.0
10;10;are;888;774;917;786;780.0;0.0;1;[np.float64(5232.0), np.float64(5247.0)];[np.float64(16.035004479544455), np.float64(0.0)];224.0;116.0;2;2.3196;2.388;120.9763667594327;2.35;112.0;116.0
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(5249.0)];[np.float64(0.0)];216.0;216.0;1;2.4117;2.4984;47.09003642361327;2.46;216.0;216.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[np.float64(5233.0)];[np.float64(6.795362645929572)];183.0;183.0;1;2.3513;2.4185;13.290214239709638;2.38;183.0;183.0
13;13;at;1036;771;1053;786;778.5;0.5;1;[np.float64(5235.0), np.float64(5250.0)];[np.float64(8.384771347045898), np.float64(9.343276977539062)];367.0;167.0;2;2.3676;2.4328;9.343276977539062;2.4;183.5;2281.0
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(5234.0)];[np.float64(3.152165933088895)];184.0;184.0;1;2.3694;2.4282;24.142456448150785;2.4;184.0;2465.0
