;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;497;770;546;786;778.0;;1;[np.float64(1718.0), np.float64(1719.0), np.float64(1728.0)];[np.float64(4.019975730487852), np.float64(2.9881876707077026), np.float64(0.0)];400.0;150.0;3;2.281;2.3931;435.57441493443093;2.34;133.3333;283.0
1;1;is;555;770;568;786;778.0;0.0;1;[np.float64(1727.0)];[np.float64(2.7403864265916464)];100.0;100.0;1;2.314;2.3501;413.57441493443093;2.33;100.0;217.0
2;2;the;576;770;604;786;778.0;0.0;1;[np.float64(1729.0)];[np.float64(0.0)];167.0;167.0;1;2.3408;2.4494;377.57441493443093;2.4;167.0;167.0
3;3;name;613;774;664;786;780.0;2.0;1;[np.float64(1711.0), np.float64(1730.0)];[np.float64(0.5254364013673012), np.float64(7.758411884307861)];217.0;117.0;2;2.3441;2.4596;317.59605307360243;2.4;108.5;117.0
4;4;of;673;770;690;786;778.0;2.0;1;[np.float64(1717.0)];[np.float64(7.607662916183472)];67.0;67.0;1;2.3039;2.4259;291.57441493443093;2.36;67.0;834.0
5;5;the;697;770;726;786;778.0;0.0;1;[];[];0.0;0.0;0;;;255.57441493443093;;;
6;6;school;735;770;794;786;778.0;0.0;1;[np.float64(1712.0), np.float64(1731.0)];[np.float64(2.3479545593261264), np.float64(9.601340293884277)];384.0;167.0;2;2.3026;2.4076;187.57441493443093;2.36;192.0;167.0
7;7;mentioned;803;770;901;786;778.0;0.0;1;[np.float64(1713.0), np.float64(1714.0), np.float64(1716.0), np.float64(1732.0)];[np.float64(3.8032608032226562), np.float64(0.0), np.float64(7.79542741775515), np.float64(0.4215194477754949)];742.0;100.0;4;2.3203;2.42;80.57441493443093;2.37;185.5;291.0
8;8;in;910;770;924;786;778.0;0.0;1;[];[];0.0;0.0;0;;;57.57441493443093;;;
9;9;the;932;770;961;786;778.0;0.0;1;[];[];0.0;0.0;0;;;20.574414934430933;;;
10;10;image?;970;770;1038;790;780.0;2.0;1;[np.float64(1715.0), np.float64(1733.0)];[np.float64(4.20649271011348), np.float64(0.0)];392.0;159.0;2;2.3511;2.4427;0.0;2.4;196.0;1894.0
