;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;275;302;311;317;309.5;;1;[];[];0.0;0.0;0;;;402.33157496036114;;;
1;1;main;320;302;363;317;309.5;0.0;1;[np.float64(2442.0)];[np.float64(0.0)];184.0;184.0;1;2.4325;2.5799;350.723587992558;2.51;184.0;184.0
2;2;topic;371;302;417;321;311.5;2.0;1;[];[];0.0;0.0;0;;;296.68219666662264;;;
3;3;of;425;302;443;317;309.5;2.0;1;[np.float64(2443.0)];[np.float64(0.0)];67.0;67.0;1;2.4153;2.5701;271.6188274533371;2.49;67.0;67.0
4;4;the;449;302;478;317;309.5;0.0;1;[];[];0.0;0.0;0;;;237.19939721193384;;;
5;5;report;487;302;542;321;311.5;2.0;1;[];[];0.0;0.0;0;;;173.84781768505974;;;
6;6;mentioned;550;302;648;317;309.5;2.0;1;[np.float64(2444.0)];[np.float64(0.0)];150.0;150.0;1;2.3527;2.4754;77.77710186682869;2.41;150.0;150.0
7;7;in;657;302;671;317;309.5;0.0;1;[];[];0.0;0.0;0;;;60.7830679340002;;;
8;8;the;679;302;709;317;309.5;0.0;1;[];[];0.0;0.0;0;;;46.06749035411573;;;
9;9;image;717;302;774;321;311.5;2.0;1;[np.float64(2445.0)];[np.float64(0.0)];100.0;100.0;1;2.3077;2.4082;42.50760833960274;2.36;100.0;100.0
10;10;is;782;302;796;317;309.5;2.0;1;[];[];0.0;0.0;0;;;84.87998938597286;;;
11;11;"""Access";804;302;881;317;309.5;0.0;1;[np.float64(2446.0)];[np.float64(0.0)];233.0;233.0;1;2.3108;2.3677;104.0494808620865;2.34;233.0;233.0
12;12;to;889;302;906;317;309.5;0.0;1;[];[];0.0;0.0;0;;;184.1579654433086;;;
13;13;Justice;914;302;982;317;309.5;0.0;1;[np.float64(2447.0)];[np.float64(0.0)];217.0;217.0;1;2.3234;2.3766;208.45791857160017;2.35;217.0;217.0
14;14;for;989;302;1015;317;309.5;0.0;1;[];[];0.0;0.0;0;;;282.0927977672578;;;
15;15;Internally;1023;302;1109;321;311.5;2.0;1;[np.float64(2448.0), np.float64(2457.0)];[np.float64(0.0), np.float64(0.0)];451.0;234.0;2;2.3587;2.4315;315.1272744995742;2.4;225.5;234.0
16;16;Displaced;1118;302;1211;321;311.5;0.0;1;[np.float64(2449.0)];[np.float64(0.0)];133.0;133.0;1;2.3542;2.4071;409.4743947228851;2.38;133.0;133.0
17;17;and;1219;302;1253;317;309.5;2.0;1;[np.float64(2458.0)];[np.float64(0.0)];84.0;84.0;1;2.3851;2.4381;510.3914030220546;2.41;84.0;84.0
18;18;Ethnic;257;383;315;398;390.5;81.0;2;[np.float64(2451.0)];[np.float64(6.625547409057617)];200.0;200.0;1;2.3076;2.4413;396.19233175683604;2.37;200.0;200.0
19;19;Minority;324;383;398;402;392.5;2.0;2;[np.float64(2450.0), np.float64(2452.0), np.float64(2453.0), np.float64(2459.0)];[np.float64(14.57618623971939), np.float64(0.0), np.float64(4.467980497023689), np.float64(0.0)];791.0;133.0;4;2.3166;2.4499;313.3256799324772;2.38;197.75;741.0
20;20;"Women.""";405;383;492;398;390.5;2.0;2;[];[];0.0;0.0;0;;;219.59836202060552;;;
21;21;The;500;383;536;398;390.5;0.0;2;[np.float64(2454.0), np.float64(2461.0)];[np.float64(0.0), np.float64(0.0)];350.0;183.0;2;2.3392;2.4441;175.82606274709843;2.39;175.0;183.0
22;22;report;545;384;599;402;393.0;2.5;2;[np.float64(2455.0), np.float64(2460.0)];[np.float64(0.0), np.float64(0.0)];283.0;150.0;2;2.3654;2.4739;113.63939109603118;2.42;141.5;150.0
23;23;appears;607;387;684;402;394.5;1.5;2;[np.float64(2462.0)];[np.float64(0.0)];158.0;158.0;1;2.3329;2.4515;35.868563989785656;2.39;158.0;158.0
24;24;to;692;384;709;398;391.0;3.5;2;[];[];0.0;0.0;0;;;21.031418311918742;;;
25;25;be;717;383;739;398;390.5;0.5;2;[np.float64(2463.0), np.float64(2487.0)];[np.float64(3.162978308541369), np.float64(20.937258965736127)];475.0;108.0;2;2.3552;2.4798;20.937258965736127;2.42;237.5;108.0
26;26;an;747;387;769;398;392.5;2.0;2;[];[];0.0;0.0;0;;;43.50556035418522;;;
27;27;analytical;778;383;867;402;392.5;0.0;2;[np.float64(2464.0), np.float64(2466.0)];[np.float64(12.322094678878784), np.float64(9.009141990116632)];466.0;233.0;2;2.3885;2.5197;70.20900872197099;2.45;233.0;233.0
