;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[np.float64(3616.0)];[np.float64(0.0)];167.0;167.0;1;2.3771;2.4946;55.180903266457904;2.44;167.0;167.0
1;1;you;390;761;422;776;768.5;4.0;1;[np.float64(3615.0)];[np.float64(9.104790449142456)];200.0;200.0;1;2.357;2.492;15.288921852390029;2.42;200.0;367.0
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(3617.0), np.float64(3659.0)];[np.float64(4.939235006059903), np.float64(0.0)];409.0;117.0;2;2.3873;2.4882;0.0;2.44;204.5;117.0
3;3;the;478;757;507;772;764.5;2.0;1;[np.float64(3621.0)];[np.float64(0.782318782806442)];167.0;167.0;1;2.3389;2.4344;40.819096733542096;2.39;167.0;167.0
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(3618.0), np.float64(3620.0), np.float64(3658.0)];[np.float64(10.838241815567017), np.float64(3.009508541652167), np.float64(0.0)];417.0;200.0;3;2.3569;2.4428;78.8190967335421;2.4;139.0;200.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(3619.0), np.float64(3628.0), np.float64(3657.0)];[np.float64(17.3881254196167), np.float64(14.654218372822836), np.float64(9.472207949711787)];532.0;150.0;3;2.3567;2.4517;144.8190967335421;2.4;177.3333;434.0
6;6;near;671;761;713;772;766.5;2.0;1;[];[];0.0;0.0;0;;;233.82613477691592;;;
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(3625.0), np.float64(3627.0), np.float64(3629.0)];[np.float64(8.24866235256195), np.float64(13.650894165039062), np.float64(19.75095844268799)];583.0;400.0;3;2.3559;2.4511;282.8190967335421;2.4;194.3333;400.0
8;8;green;757;761;810;776;768.5;4.0;1;[np.float64(3650.0)];[np.float64(0.5428302764892123)];342.0;342.0;1;2.4105;2.5488;319.82424226890885;2.48;342.0;950.0
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(3626.0), np.float64(3630.0), np.float64(3631.0), np.float64(3632.0)];[np.float64(16.04863452911377), np.float64(17.48040745156071), np.float64(22.85933828353882), np.float64(20.87222695350647)];599.0;150.0;4;2.3806;2.4467;381.8190967335421;2.41;149.75;948.0
10;10;It;899;757;910;772;764.5;0.0;1;[];[];0.0;0.0;0;;;461.8190967335421;;;
11;11;appears;918;761;994;776;768.5;4.0;1;[np.float64(3644.0)];[np.float64(19.436870835044147)];184.0;184.0;1;2.4822;2.5847;480.8225193260838;2.53;184.0;184.0
12;12;to;1001;757;1018;772;764.5;4.0;1;[np.float64(3642.0), np.float64(3643.0)];[np.float64(24.25024538527962), np.float64(20.660330295562744)];217.0;150.0;2;2.4487;2.5187;563.8190967335421;2.48;108.5;401.0
13;13;be;1027;757;1048;772;764.5;0.0;1;[];[];0.0;0.0;0;;;589.8190967335421;;;
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(3645.0), np.float64(3647.0)];[np.float64(12.404379757967945), np.float64(12.599337339401245)];383.0;183.0;2;2.5074;2.5928;619.8190967335421;2.55;191.5;183.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(3646.0), np.float64(3648.0)];[np.float64(13.02157840728762), np.float64(10.66444785254339)];483.0;250.0;2;2.5002;2.5795;655.8190967335421;2.54;241.5;683.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[np.float64(3649.0)];[np.float64(10.49363374710083)];100.0;100.0;1;2.4907;2.5769;727.8190967335421;2.53;100.0;1050.0
17;17;someone.;722;786;813;798;792.0;25.5;2;[];[];0.0;0.0;0;;;286.07851889930475;;;
