text;attention
The;0.0013997084
prominent;0.0012014571
objects;0.0014174639
in;0.0012028931
the;0.0011805273
image;0.0013215102
are;0.0013254683
a;0.0011992808
train;0.0013777827
and;0.0012581757
a;0.0011659769
train;0.0011969551
station.;0.9641995
The;0.001335794
train;0.0012581
is;0.0012316736
traveling;0.0013559248
down;0.0012000257
the;0.001172041
tracks,;0.0014280559
and;0.0011600993
the;0.0011610445
train;0.0011532836
station;0.0012394186
is;0.0011432595
situated;0.0011760896
next;0.0011478375
to;0.0011225382
the;0.0011155439
tracks.;0.0011527988
