text;attention
The;2.0926273e-06
main;2.2063946e-06
element;2.7436693e-06
of;2.2541835e-06
this;3.816382e-06
image;5.368269e-06
is;3.5401242e-06
a;3.1741579e-06
man;2.7918904e-06
and;4.097802e-06
a;2.5000531e-06
young;2.3143289e-06
boy;2.5667466e-06
sitting;3.2233108e-06
at;2.3534951e-06
a;2.7042079e-06
table,;3.965897e-06
enjoying;2.7684787e-06
breakfast;2.9223954e-06
together.;0.018395813
They;3.3029164e-06
are;3.1138957e-06
both;2.4442575e-06
eating;3.1523293e-06
doughnuts;5.6376766e-06
with;3.535755e-06
sprinkles;0.9743713
on;2.5651166e-06
them;2.1002404e-06
while;2.7010578e-06
they;2.4080134e-06
enjoy;3.5126554e-06
their;2.552515e-06
meal.;0.007060897
This;2.9081525e-06
scene;3.1676686e-06
suggests;3.792957e-06
that;2.494409e-06
they;4.502002e-06
might;2.9278297e-06
be;2.7578037e-06
spending;2.6955204e-06
time;2.466604e-06
as;4.0836135e-06
family;2.2727866e-06
members;2.1212031e-06
or;2.544616e-06
friends;2.377627e-06
who;2.8537183e-06
share;2.8748088e-06
common;2.986359e-06
interests;2.921518e-06
such;2.4733363e-06
as;2.6552564e-06
food.;1.9703637e-05
