text;attention
Yes,;0.033418443
there;0.03324957
is;0.03325465
a;0.033304818
purple;0.03327908
umbrella;0.033470336
near;0.033305213
the;0.033268884
green;0.03321147
leaves;0.033266768
in;0.033298854
the;0.03322739
image.;0.03335736
It;0.033350017
appears;0.033283483
to;0.03332039
be;0.033291567
left;0.033310715
behind;0.03341485
by;0.03335583
someone,;0.033376012
possibly;0.03325023
a;0.03333111
pedestrian;0.033555046
who;0.033375263
forgot;0.03343392
it;0.0333856
while;0.03327018
walking;0.03340318
by.;0.0333798
