;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;247;179;284;194;186.5;;1;[];[];0.0;0.0;0;;;704.1107341536624;;;
1;1;man;292;183;331;194;188.5;2.0;1;[];[];0.0;0.0;0;;;669.7796122508571;;;
2;2;in;340;179;354;194;186.5;2.0;1;[np.float64(1087.0)];[np.float64(27.261921167373657)];317.0;317.0;1;3.2482;3.3361;653.5540598881313;3.29;317.0;317.0
3;3;the;362;179;392;194;186.5;0.0;1;[];[];0.0;0.0;0;;;627.674859041349;;;
4;4;image;400;179;456;198;188.5;2.0;1;[np.float64(1088.0)];[np.float64(13.670364260673523)];266.0;266.0;1;3.2274;3.3036;583.8878034377996;3.27;266.0;266.0
5;5;is;465;179;478;194;186.5;2.0;1;[];[];0.0;0.0;0;;;574.107824196111;;;
6;6;snowboarding;487;179;620;198;188.5;2.0;1;[np.float64(1089.0), np.float64(1090.0), np.float64(1091.0), np.float64(1092.0), np.float64(1093.0)];[np.float64(0.0), np.float64(2.393917560577279), np.float64(0.0), np.float64(0.0), np.float64(5.194283306598663)];866.0;200.0;5;3.1732;3.169;501.9417857902111;3.17;173.2;866.0
7;7;down;628;179;678;194;186.5;2.0;1;[];[];0.0;0.0;0;;;486.91715657056386;;;
8;8;a;687;183;697;194;188.5;2.0;1;[];[];0.0;0.0;0;;;482.1418122305119;;;
9;9;snow-covered;705;179;839;194;186.5;2.0;1;[np.float64(1094.0), np.float64(1095.0), np.float64(1096.0)];[np.float64(12.698425531387414), np.float64(15.963314199447609), np.float64(21.479341053732313)];750.0;250.0;3;3.1264;3.1385;468.8861510276794;3.13;250.0;750.0
10;10;slope,;848;179;903;198;188.5;2.0;1;[np.float64(1097.0)];[np.float64(18.1165672999162)];216.0;216.0;1;3.0991;3.1177;466.49595194404026;3.11;216.0;216.0
11;11;holding;913;179;980;198;188.5;0.0;1;[];[];0.0;0.0;0;;;476.3163269687873;;;
12;12;a;988;183;998;194;188.5;0.0;1;[];[];0.0;0.0;0;;;501.79231648172635;;;
13;13;large;1007;179;1053;198;188.5;0.0;1;[np.float64(1099.0)];[np.float64(23.840198934078217)];200.0;200.0;1;3.1103;3.1033;505.18595527789046;3.11;200.0;200.0
14;14;red;1062;179;1090;194;186.5;2.0;1;[np.float64(1098.0), np.float64(1102.0)];[np.float64(30.933011531829862), np.float64(32.06527073106409)];150.0;67.0;2;3.0375;3.1199;532.6558763377515;3.08;75.0;267.0
