;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;251;220;288;235;227.5;;1;[];[];0.0;0.0;0;;;826.896038006066;;;
1;1;image;296;220;352;239;229.5;2.0;1;[np.float64(4953.0)];[np.float64(55.14521476030356)];333.0;333.0;1;3.0113;3.1474;768.7227932919944;3.08;333.0;333.0
2;2;depicts;360;220;428;239;229.5;0.0;1;[np.float64(4954.0)];[np.float64(64.06528746879616)];383.0;383.0;1;3.0242;3.1109;703.5318866709757;3.07;383.0;383.0
3;3;a;436;224;446;235;229.5;0.0;1;[];[];0.0;0.0;0;;;690.6204765457545;;;
4;4;man;455;224;494;235;229.5;0.0;1;[];[];0.0;0.0;0;;;651.1675668203325;;;
5;5;and;503;220;537;235;227.5;2.0;1;[np.float64(4955.0)];[np.float64(64.97277400368145)];316.0;316.0;1;3.0699;3.1026;616.8541760132372;3.09;316.0;316.0
6;6;a;545;224;555;235;229.5;2.0;1;[];[];0.0;0.0;0;;;602.821311426844;;;
7;7;woman;563;224;631;235;229.5;0.0;1;[];[];0.0;0.0;0;;;546.1427616901611;;;
8;8;sitting;640;220;695;239;229.5;0.0;1;[np.float64(4956.0)];[np.float64(52.21900862455368)];267.0;267.0;1;3.1981;3.2086;499.3531730179286;3.2;267.0;267.0
9;9;on;703;224;726;235;229.5;0.0;1;[];[];0.0;0.0;0;;;482.8197328628734;;;
10;10;a;734;224;744;235;229.5;0.0;1;[];[];0.0;0.0;0;;;472.0205011301804;;;
11;11;couch;752;220;809;235;227.5;2.0;1;[np.float64(4957.0)];[np.float64(49.20412632998304)];283.0;283.0;1;3.2267;3.2178;436.99225779570736;3.22;283.0;283.0
12;12;in;818;220;832;235;227.5;0.0;1;[];[];0.0;0.0;0;;;426.2855562729866;;;
13;13;a;840;224;850;235;229.5;2.0;1;[];[];0.0;0.0;0;;;418.59746121110163;;;
