text;attention
The;0.056542367
prominent;0.027366493
objects;0.029724581
in;0.027131546
the;0.025635976
image;0.041659445
are;0.036609165
a;0.0299313
train;0.04412171
and;0.046427246
a;0.028811505
train;0.03171
station.;0.10540267
The;0.029821089
train;0.031144982
is;0.02833109
traveling;0.028991748
down;0.027290387
the;0.025817277
tracks,;0.03700079
and;0.02870117
the;0.026507813
train;0.025181891
station;0.02980676
is;0.026715357
situated;0.0254727
next;0.024526792
to;0.024743475
the;0.023969641
tracks.;0.02490295
