text;attention
My;0.015174652
goal;0.01822323
is;0.015244556
not;0.014574498
to;0.015950106
be;0.01608398
better;0.014664281
than;0.015850598
anyone;0.0143777905
else,;0.017029762
but;0.0127367675
rather;0.013117235
to;0.012916085
use;0.0148718925
my;0.01322866
own;0.012810539
abilities;0.014276898
and;0.012987331
passions;0.016512727
in;0.012047582
order;0.012302803
to;0.012234945
achieve;0.013484088
success.;0.015389828
|;0.016389096
am;0.015281902
a;0.013636108
person;0.013896875
who;0.013947498
values;0.016898105
self-improvement;0.025048425
and;0.013560918
growth;0.013247732
as;0.012446805
much;0.012488269
as;0.013440047
others;0.012179634
do.;0.013853491
The;0.0134274075
phrase;0.015775824
"""my";0.015877381
goal;0.01481935
is;0.0133019285
not;0.012357156
to;0.013076802
be;0.012644234
better;0.012079933
than;0.013036783
anyone;0.012028297
"else""";0.013056164
reflects;0.014350086
my;0.012604344
determination;0.013101197
for;0.013022907
personal;0.012163711
development;0.012550287
and;0.012192333
progress.;0.012484306
It;0.0121694375
emphasizes;0.01311504
that;0.012388796
|;0.013012961
will;0.012834595
strive;0.013042728
to;0.011799879
improve;0.012065358
myself;0.011950879
regardless;0.012472203
of;0.012181172
external;0.012003972
factors;0.011673229
or;0.011552359
competition.;0.011381226
