number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;A
1;215.9;110.9;1.4;0.013458114701102772;0.010218245371064312;0.01743001738043446;possible
2;160.0;131.6;1.0;0.009212627935409617;0.01034776855724211;0.012903216309854587;reason
3;80.1;65.1;0.4;0.0040119657378379844;0.004672896669458735;0.004325251468108611;the
4;155.9;135.9;0.9;0.008911332717863889;0.010543905641568829;0.01081187495759041;people
5;97.5;97.5;0.3;0.0036565662081579167;0.005690737098976911;0.003026971688816173;in
6;72.5;55.0;0.4;0.003302892419272016;0.003848430142224156;0.004301994301994303;the
7;139.9;139.9;0.7;0.008952657368295628;0.011483531565850994;0.009654099834931661;image
8;129.3;129.3;0.6;0.007822310715672976;0.010844894471758968;0.0071720820568746835;are
9;194.9;156.5;0.9;0.01205614422586507;0.013113577323645823;0.01157153723624003;playing
10;55.0;55.0;0.3;0.002932945461397261;0.004039180753051314;0.0032996104424675857;Wii
11;146.6;146.6;0.7;0.00900482513209525;0.012487805195930835;0.009463545867325836;at
12;111.0;96.0;0.5;0.006309077359132008;0.007147455584843912;0.006110923434612404;work
13;165.0;133.3;0.8;0.010283091176704038;0.011399947806856544;0.010259147262005571;could
14;103.3;86.6;0.6;0.005546555261678075;0.0064605482522230705;0.006844582649284277;be
15;160.0;136.7;0.7;0.0074337444529091285;0.008902536257091368;0.008243436765282417;that
16;191.5;128.2;1.1;0.010217394227056522;0.01071944616160701;0.013414783595615423;they
17;159.9;131.6;0.9;0.008724818468180035;0.010030175580964773;0.010260943068503007;enjoy
18;382.6;216.7;1.8;0.023112014707338594;0.017826472520493176;0.02405714552654995;spending
19;91.8;66.7;0.6;0.004688652761621914;0.005055573158193244;0.006420928448578218;time
20;312.6;207.7;1.5;0.01976968483717801;0.01771800099790485;0.020216224542771822;together,
21;494.8;224.0;2.3;0.028425466905552487;0.017838678595955042;0.028531549770539445;engaging
22;86.8;86.8;0.4;0.004129204550333955;0.0062878501709758535;0.004341901484758628;in
23;173.6;118.5;0.8;0.008122932680315484;0.008527892645354765;0.00841126347688793;fun
24;407.3;194.1;1.6;0.02477841391303816;0.01732870494260048;0.02061830545351516;activities,
25;33.2;33.2;0.2;0.0015050650745317118;0.002203941780762666;0.002022792022792023;and
26;342.4;195.0;1.8;0.019535636455871457;0.016380334542961995;0.022353495021056123;fostering
27;73.3;73.3;0.3;0.0036987394542013228;0.005509149690258365;0.003098060839996324;a
28;210.7;177.4;1.1;0.011536867340890995;0.013386074024391367;0.013098105905665843;sense
29;68.2;68.2;0.4;0.003787171598906209;0.005137320875503523;0.0046202938812167065;of
30;949.1;215.0;3.1;0.044758915056179474;0.01718555144113515;0.03366361457477365;camaraderie.
31;132.5;125.0;0.7;0.006661795359999995;0.008546658372818827;0.008395780095599263;Wii
32;394.2;309.2;1.4;0.026272651465630452;0.028314942038299047;0.017143689951249888;games
33;204.9;204.9;0.8;0.012923716781710495;0.017014120804573565;0.010729368652135963;often
34;291.7;218.4;1.4;0.016658130994887253;0.01796063995807272;0.01738910457279471;involve
35;258.6;192.7;1.5;0.01581031061978129;0.01597729157191053;0.019574640124135546;physical
36;347.6;203.6;1.8;0.019108678966929492;0.017346889530692255;0.021881652842394836;movements,
37;310.0;211.7;1.2;0.01722908760971163;0.015627992150635817;0.015799113721881034;which
38;90.1;66.7;0.5;0.005442639942650632;0.005380581067883988;0.005944891428762397;can
39;234.3;165.1;1.0;0.014924655725083646;0.014153614648724121;0.0132815783472028;help
40;235.2;141.9;1.1;0.013036568789236345;0.011487891810781383;0.01252391685046413;relieve
41;340.8;275.7;1.1;0.0192507365977097;0.0209903339598811;0.013233799219332673;stress,
42;310.7;195.9;1.4;0.019940727681497843;0.016646038766462864;0.01947410951494251;promote
43;299.8;233.1;1.3;0.018147683502647043;0.019515422466151615;0.017206324390014526;teamwork,
44;134.3;134.3;0.4;0.007132155816868514;0.009830084882840004;0.004587316106303448;and
45;323.6;223.4;1.4;0.019642334169881277;0.018682831419403467;0.018159601238408915;enhance
46;289.8;166.6;1.5;0.015772007498686562;0.013491225976547148;0.01746061524338372;communication
47;202.5;125.7;1.1;0.010932211494436518;0.009289360702428731;0.013605064384974552;among
48;282.0;176.8;1.3;0.01490068936997609;0.012696209292018996;0.015355316915137251;players.
49;88.4;76.7;0.5;0.00464283013618602;0.005470550774203339;0.005800917319904662;By
50;303.2;154.9;1.3;0.019212800530561427;0.013405824793770635;0.018757047459724938;playing
51;308.9;234.0;1.3;0.018401908873897043;0.019132649789012548;0.017429756871511524;together,
52;77.6;60.9;0.4;0.003519863700151371;0.004245651193378922;0.00402935554834289;they
53;274.8;172.3;1.1;0.016358185236672772;0.01479492921443126;0.014914761318541286;share
54;41.6;41.6;0.2;0.002298576073181396;0.0028946761304312315;0.002531645569620253;a
55;253.9;207.3;1.2;0.016368803432822838;0.01787959838357111;0.016147284070051383;common
56;229.0;210.7;0.9;0.01466408103520847;0.017939168008124493;0.011966180628025113;interest
57;60.1;60.1;0.3;0.0032175040999973072;0.004765087317012239;0.0036011607440178867;in
58;35.0;35.0;0.2;0.0018236912624426456;0.0028427588589368166;0.0023739701159055998;a
59;114.9;89.9;0.5;0.005371477380985033;0.0066327344781469426;0.0050497637116081965;fun
60;112.5;112.5;0.5;0.0056741877037803186;0.007972530634588713;0.005840824502668987;and
61;286.7;213.4;1.3;0.01769205472237525;0.01781106995979458;0.017413106854861506;interactive
62;89.3;89.3;0.5;0.005593133940862437;0.0073623732896597625;0.006168323910259395;way,
63;186.6;173.3;1.0;0.010742497276714655;0.013516230474981248;0.01307178813741259;which
64;99.1;87.5;0.6;0.005685704425926117;0.006827499533732792;0.007664186326030812;can
65;150.1;140.1;0.7;0.008692709819595702;0.010497996142414518;0.008917747579592064;contribute
66;116.6;116.6;0.4;0.004966798808262576;0.0073023512315077655;0.004596983857906684;to
67;0.0;0.0;0.0;0.0;0.0;0.0;a
68;131.8;95.1;0.7;0.007664410504976857;0.0072304500899948495;0.008923401961376646;positive
69;103.3;103.3;0.4;0.0053855793241215115;0.00765504018681417;0.004309022970867456;work
70;242.4;199.1;1.0;0.013228200876287585;0.014336595927736038;0.012562773342683511;environment.
71;340.2;193.4;1.4;0.01873449315998609;0.015311300559973165;0.017881370089851686;Additionally,
72;277.8;185.2;1.1;0.017356090238196727;0.01597016858518229;0.015019793681638166;playing
73;99.9;99.9;0.5;0.00710514897618029;0.008859535999328974;0.007161086422009248;Wii
74;84.2;84.2;0.3;0.0047988174015193615;0.006494326267598263;0.004102985621972964;at
75;162.6;162.6;0.7;0.011090067421989747;0.013893784613218507;0.009670749851581678;work
76;218.6;185.2;1.0;0.012174489877046935;0.014306232707368407;0.012006187071811525;might
77;265.9;162.7;1.3;0.013595707711097865;0.012017483428338882;0.01506645879392773;encourage
78;274.9;170.9;1.4;0.013863447564002724;0.012670211195041293;0.016636470963018242;employees
79;18.3;18.3;0.1;0.0008855552867166707;0.0013094812164579606;0.0012987012987012987;to
80;187.5;127.5;0.9;0.009996384371875115;0.009809121252703999;0.00992646784923516;engage
81;85.0;75.0;0.5;0.0046209706812633;0.005719163831812682;0.005555502698359841;in
82;111.6;81.6;0.7;0.007188787285202278;0.006516970585803415;0.00940995110977028;more
83;183.2;183.2;0.9;0.01087569621722405;0.014442087278807492;0.012284480207247518;physical
84;198.4;151.7;0.9;0.0106311245978663;0.011045536044551121;0.01124251142334325;activity,
85;194.1;100.0;0.9;0.008231660543764358;0.007590297312575768;0.008827097488941973;which
86;82.5;42.5;0.4;0.0031168518821124637;0.0027869792514698243;0.0038225730834959095;can
87;118.2;118.2;0.5;0.006301306333059226;0.008607790807348869;0.00586280664271681;lead
88;15.0;15.0;0.1;0.0013682386208154701;0.0015365703749231714;0.0015384615384615385;to
89;174.9;125.0;0.9;0.008988648155308506;0.009394055244012958;0.009742942550502487;improved
90;150.8;118.3;0.6;0.00686441543133891;0.007992666062179868;0.00709961861860596;health
91;210.8;157.5;0.7;0.010298071990406854;0.011068385993712626;0.008238104641884611;and
92;338.5;226.0;1.1;0.017236415796102696;0.01685332773437019;0.013242092683847337;well-being.
