number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;119.8;119.8;0.5;0.014900690427441252;0.017816777257250345;0.012082124074939513;There
1;124.9;114.9;0.7;0.023331429447729552;0.024145738936816923;0.02670156044389485;are
2;81.7;81.7;0.5;0.011354613697624392;0.013873152391979065;0.013213269824633191;no
3;191.6;131.6;1.1;0.030015822446073974;0.02343352604626265;0.03579406143883487;birds
4;68.4;68.4;0.3;0.007490759088171717;0.009876794355306008;0.007337102132676026;or
5;313.5;185.1;1.2;0.03694719163930811;0.033142567840197354;0.03193237950500542;clouds
6;285.4;195.3;1.5;0.0412435811623349;0.037644348120611196;0.04318667631422214;visible
7;26.7;26.7;0.1;0.0027035236938031592;0.0033618735834802316;0.0024390243902439024;in
8;71.7;71.7;0.4;0.009732065825575491;0.013163089593415778;0.011993648622239592;the
9;135.0;125.0;0.9;0.022411661771349227;0.02473872697271831;0.02856841258498844;photo
10;37.5;37.5;0.2;0.0031220695798868992;0.004734305772552613;0.004111295681063123;you
11;223.5;181.7;1.1;0.0319232343808608;0.03366957892702876;0.03136218520939807;provided.
12;73.2;66.6;0.5;0.013747920155984337;0.014446026046642638;0.019936441123855626;The
13;230.1;210.1;1.0;0.040587414750635965;0.040557213244207795;0.034366391285751655;image
14;112.5;112.5;0.6;0.017936646584411804;0.022510905552727483;0.019176103050716053;shows
15;104.3;104.3;0.6;0.019842299997159828;0.023714254954795573;0.021250894295641663;a
16;121.7;121.7;0.3;0.01517032520287619;0.019137372768013063;0.007631868131868132;toy
17;231.8;190.1;1.0;0.037131678513909215;0.035753301351281096;0.03159871561529147;figure
18;222.5;202.5;0.7;0.023296745954076926;0.028361679184811306;0.01751848878549777;of
19;37.5;37.5;0.2;0.004993112634866795;0.006191953978006497;0.00555138784696174;a
20;267.7;162.7;1.3;0.03962083547526328;0.034640606784941075;0.03754357662952653;surfer
21;33.4;33.4;0.3;0.004630751616803335;0.005849620167747248;0.007447596263385736;on
22;0.0;0.0;0.0;0.0;0.0;0.0;a
23;312.4;178.4;1.6;0.04027286328882582;0.029813968950121644;0.0453334487808364;surfboard
24;229.2;152.5;1.1;0.02889724849445625;0.023736495262934282;0.02891603047861336;against
25;0.0;0.0;0.0;0.0;0.0;0.0;a
26;305.6;137.4;1.3;0.02908233168142942;0.019935785097358126;0.029435082595604435;clear
27;132.5;94.3;0.7;0.015907178032741373;0.015607095970397555;0.017060682102278027;blue
28;144.3;144.3;0.7;0.016579275368002237;0.021476052455072083;0.01805835589513232;sky.
29;71.6;43.3;0.3;0.006688492539299126;0.00589795358462094;0.006651162790697674;If
30;254.6;197.8;0.9;0.03204987549537937;0.03153139099521894;0.02427610400804988;you're
31;317.7;162.6;1.5;0.039634804696478496;0.028225790260836554;0.04089391085614601;looking
32;70.9;35.9;0.3;0.0065985786992118715;0.004921442631862956;0.006651162790697674;for
33;41.7;41.7;0.2;0.0054674367757413895;0.0071120017357529375;0.0061717352415026835;a
34;221.8;155.1;1.1;0.025580686600096887;0.024127364146453736;0.027897130268611025;photo
35;135.3;118.6;0.6;0.01678392632911099;0.01921674237567738;0.015489424798322677;with
36;260.1;163.4;1.0;0.02834723622236564;0.024339555173423018;0.024866827238307992;birds
37;100.0;86.6;0.7;0.012217255087364844;0.0140803841204626;0.018304825728251706;and
38;239.9;198.3;1.0;0.032181694885182376;0.034057464674865874;0.027518545438806684;clouds,
39;78.4;48.4;0.5;0.0075581315137436406;0.0064698245338030685;0.011203630175836643;you
40;200.1;200.1;0.8;0.02766661153730545;0.033688977595947925;0.023192964043457845;may
41;115.9;65.9;0.6;0.011552132911983447;0.008685818982397932;0.012856317623326608;want
42;33.4;33.4;0.3;0.0041690293187491454;0.005222784236104781;0.009112431872549263;to
43;30.8;30.8;0.2;0.003771644828782164;0.004543365000974778;0.004417293233082707;try
44;70.0;70.0;0.2;0.008997381305631158;0.010378621241625547;0.005664830841856806;a
45;146.7;132.5;0.9;0.023452659828171903;0.025229881355657357;0.025284675881191716;different
46;140.0;140.0;0.7;0.018944661069683604;0.022475870690585254;0.019460253192199066;image
47;0.0;0.0;0.0;0.0;0.0;0.0;or
48;151.7;110.8;0.8;0.023419868972453704;0.019331551286413163;0.02333642088415623;specify
49;144.8;128.2;0.7;0.016403369618726286;0.019555467784281466;0.016784698396061764;another
50;81.5;81.5;0.4;0.009980817710451954;0.011872397413225632;0.010082124074939513;scene
51;136.5;91.5;0.7;0.02109086842124649;0.01752701787166905;0.021365489638638047;you'd
52;79.2;79.2;0.4;0.012573183721285398;0.013937132261331874;0.012012656928813327;like
53;114.9;114.9;0.5;0.017531010404569662;0.02068563098831485;0.014519556561152485;to
54;44.1;44.1;0.1;0.004465370595382746;0.005552757491815664;0.0024390243902439024;see.
