number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;381.7;158.4;1.5;0.09232773933747809;0.07108274271031598;0.08113737244542199;Reaching
1;136.7;136.7;0.6;0.04472275056853904;0.06520519710545673;0.038025384406963354;for
2;363.5;168.3;1.6;0.09424596998106571;0.07396338915896601;0.09535288439700204;Home:
3;277.4;173.3;1.4;0.07466930761746313;0.07987189807565716;0.08277057076979677;Global
4;195.7;136.6;1.0;0.044226731320061434;0.061702572019240266;0.0516898051302076;Learning
5;25.0;25.0;0.1;0.0078100593564511085;0.01078981441519206;0.007142857142857143;on
6;288.4;135.2;1.2;0.06957846696136535;0.06412082403192472;0.06628793266951162;Family
7;481.6;235.0;2.2;0.13411014947399177;0.11192848511470463;0.14085130187684367;Reintegration
8;59.2;59.2;0.2;0.01619743137748678;0.022499540012445092;0.011805555555555555;in
9;237.5;182.6;1.1;0.06596244639228199;0.09159078905265647;0.06697802568158605;Low
10;126.5;108.2;0.6;0.05373839572979113;0.07527682066175002;0.04302445302445303;and
11;592.7;185.9;2.8;0.15541732424712473;0.09924744594060533;0.16210819344333277;Lower-Middle
12;309.9;194.8;1.5;0.08132794029384902;0.10251705786646928;0.0794847429251454;Income
13;230.0;154.2;1.2;0.06566528734305069;0.07020342383461627;0.073340920531323;Countries
