number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;15.0;15.0;0.1;0.0008058017727639;0.0010474128901613016;0.0011235955056179774;The
1;126.5;109.9;0.7;0.010917532146421577;0.011134517547219672;0.013044314633233656;image
2;134.9;118.2;0.9;0.010610922206518698;0.011609252339896195;0.015502647966566991;features
3;48.3;48.3;0.2;0.0023556710409729197;0.0035166582327467596;0.0023504273504273503;a
4;119.9;119.9;0.5;0.007928037235134815;0.01013228889738765;0.006989174371196843;man
5;115.7;87.3;0.6;0.008185660799959775;0.007665810886262975;0.008714716796613347;and
6;60.9;60.9;0.2;0.0027363424221741803;0.003908607192266217;0.002085133967156439;a
7;183.4;165.1;0.9;0.01473049532972468;0.017411924831831013;0.014692700012222485;young
8;74.2;74.2;0.4;0.005190473343697724;0.00652044034031562;0.006248176392572945;boy
9;229.3;176.0;1.1;0.01622219585642695;0.017012215292556896;0.01739156364858612;sitting
10;72.4;42.4;0.5;0.003992922463774627;0.003752274332720956;0.006598603743000295;at
11;66.7;66.7;0.3;0.004176855621923177;0.005461992340642252;0.004236622325541349;a
12;108.2;96.6;0.7;0.010029891076913863;0.011301549700929111;0.01218021561771562;table,
13;252.3;201.6;1.0;0.018251756893230497;0.018678421150916887;0.017005826301641876;enjoying
14;0.0;0.0;0.0;0.0;0.0;0.0;a
15;158.3;158.3;0.7;0.011728617534430712;0.015040617814946994;0.01239782821735069;meal
16;174.2;147.5;0.9;0.013576152560782595;0.015417919737788721;0.014901686428105451;together.
17;106.7;106.7;0.4;0.006816688083240857;0.009072650616413163;0.005865578865578866;The
18;110.9;110.9;0.7;0.007358648497635248;0.009929863304987022;0.010093994120413143;man
19;36.6;36.6;0.2;0.005097618195554495;0.005454496237702904;0.005361305361305362;is
20;175.6;160.6;0.8;0.012142792943191755;0.014510695421694243;0.011818132051447628;holding
21;0.0;0.0;0.0;0.0;0.0;0.0;a
22;495.8;219.2;2.1;0.03697737318518354;0.022861886952437033;0.0321810961784567;doughnut,
23;139.2;139.2;0.7;0.012438149099023061;0.015139461247879581;0.012355040792540793;while
24;186.6;142.5;0.8;0.014817106767977997;0.015260971858999472;0.012621992941515415;the
25;220.0;201.7;1.0;0.01674709085636441;0.019414330046343072;0.01641805200697103;boy
26;31.7;31.7;0.1;0.0021837971893083493;0.0032317259659496384;0.0013888888888888887;is
27;264.0;225.7;1.2;0.02042923740935886;0.0220133480728093;0.019313885340304364;holding
28;26.6;26.6;0.1;0.0010673300698178317;0.001837905064603054;0.0011363636363636363;a
29;292.6;219.2;1.2;0.02405057250339505;0.02302226103481497;0.018839186428105455;bagel.
30;282.6;169.2;1.2;0.018180962940090077;0.01605023795937541;0.018230017818936843;They
31;136.7;116.7;0.6;0.00774524599251371;0.00962273707912434;0.007963480963480964;are
32;236.0;170.1;1.0;0.015344494080111407;0.014919724286344077;0.013628574474515969;both
33;234.1;199.9;1.1;0.01670391190948173;0.01860659966037128;0.017751385340304366;sitting
34;111.6;111.6;0.5;0.0069414508765993895;0.00926433198646213;0.006705105231524256;at
