number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;26.6;26.6;0.1;0.002571041948579161;0.0028210838901262065;0.003125;The
1;308.5;183.5;1.6;0.029268492386887703;0.02692729159049337;0.03246877192162715;bedroom
2;41.6;41.6;0.2;0.003171077043257495;0.004076794124778127;0.0042652027027027025;in
3;178.2;103.3;0.9;0.014412922893977016;0.012058546395095297;0.01812439775293549;the
4;169.2;122.4;1.1;0.016969957020448918;0.01892237908671869;0.02276875727766541;image
5;165.8;145.8;0.7;0.012523563738230062;0.016409974740115973;0.012997638744921353;has
6;24.2;24.2;0.2;0.002875026926690851;0.004008913822625246;0.00424865831842576;a
7;190.0;147.5;1.0;0.01920652672376716;0.02025884566354828;0.02326084514020322;clean
8;120.1;120.1;0.6;0.010335815852017937;0.015310434082119814;0.010615170053490398;and
9;322.4;180.9;1.7;0.03541822698568774;0.027290001448663715;0.04008658023672833;minimalist
10;732.4;221.5;1.8;0.05309864801601645;0.030802296527091166;0.03554974049804567;appearance,
11;249.0;153.1;1.4;0.027166052167317496;0.023370846929611756;0.03316293811124329;featuring
12;10.8;10.8;0.1;0.0005687203791469194;0.0012069736253911489;0.0012987012987012987;a
13;191.6;163.3;0.8;0.01627673194861806;0.019275014095370933;0.016690902003402;large
14;150.0;135.0;0.6;0.01770764275724637;0.022138141792734798;0.014288408924214102;bed
15;205.7;129.0;0.9;0.01732532404500093;0.016053958377823214;0.01848091623445397;with
16;189.9;146.6;0.9;0.016828469588456522;0.01794473826376117;0.020445920706725886;white
17;197.7;172.6;1.0;0.026158878835963118;0.02828394072644517;0.024380504328809508;sheets
18;120.0;111.7;0.6;0.010561397771613036;0.013513898856494715;0.011719147597685334;and
19;167.7;146.0;1.0;0.019032120020173134;0.02108210076980425;0.02418977970412262;pillows,
20;274.9;164.9;1.3;0.02971928620507076;0.024401626733110172;0.029567287022859646;which
21;152.4;152.4;0.8;0.019348998380442274;0.023850330865358267;0.020112053185358365;gives
22;15.0;15.0;0.1;0.0007898894154818325;0.0016763522574877068;0.0012987012987012987;it
23;35.8;35.8;0.2;0.002939995169626054;0.004246645011785675;0.0034855769230769233;a
24;210.1;136.7;1.0;0.017722027386193082;0.017966698652080622;0.018142911216216397;fresh
25;126.7;79.3;0.7;0.012939959037134607;0.00995860258184576;0.014778368781906517;and
26;254.8;181.5;1.1;0.02713908125328209;0.02669060884184814;0.023889226467081696;inviting
27;125.7;107.4;0.6;0.011526043207328066;0.0158219426358009;0.010790160294710345;look.
28;49.2;49.2;0.3;0.00447523070482242;0.006242309386795437;0.005372369375907111;The
29;474.9;474.9;0.8;0.046925384060454205;0.05727899293742753;0.019698230081317866;room
30;68.3;68.3;0.2;0.005343313781542976;0.006793824583669181;0.0042652027027027025;is
31;394.3;232.3;1.7;0.03403330208096671;0.03307741784399396;0.033888125453278455;well-lit,
32;249.7;126.4;1.4;0.020432784281177088;0.015935279060807966;0.02525712727330285;with
33;66.7;66.7;0.3;0.006084490662697572;0.009701972818101614;0.0048968258976462425;a
34;298.1;168.2;1.2;0.03221994853848713;0.02555451990626012;0.027526465169345822;light
35;199.9;95.0;0.6;0.009708460314846573;0.010123334399663083;0.007209027385657821;on,
36;283.3;206.7;1.2;0.02358503852193312;0.02601420717924937;0.02282915964785039;creating
37;86.7;86.7;0.5;0.009961214465388538;0.01202533905349736;0.01293350387827132;a
38;204.1;95.8;1.0;0.011921721034668526;0.012066911646855574;0.013192809805043193;cozy
39;337.6;199.3;1.5;0.028840790206893185;0.02450718067399545;0.03138065821388384;atmosphere.
40;211.6;105.0;1.0;0.013364032819250585;0.011951324264499512;0.015365083286278938;The
41;154.3;127.6;0.7;0.013595625444340936;0.015655857148145914;0.011723146727504807;overall
42;357.4;153.3;2.0;0.02628811513968619;0.018916709789480575;0.03624737405620755;atmosphere
43;20.0;20.0;0.1;0.0008958967926894822;0.0024137098720733766;0.0010869565217391304;of
44;170.0;91.6;0.5;0.010423566421598102;0.011518206951759077;0.007886649190997016;the
45;360.8;227.6;1.5;0.026324848789114803;0.029463742050396046;0.02576573676023759;bedroom
46;180.2;58.5;0.7;0.008462116720694128;0.006385437877330255;0.00829598390739695;is
47;258.3;128.3;1.1;0.01674573394038149;0.015966622047899413;0.016106065028081023;calm
48;156.6;131.6;0.7;0.013462402688117353;0.017801095815319058;0.013244833750204146;and
49;383.6;210.0;1.8;0.03289948348102702;0.02742021381273398;0.036337851411092206;relaxing,
50;356.6;166.7;1.5;0.02576897154309813;0.02175211525514171;0.022793627347910787;making
51;25.0;25.0;0.1;0.0035709184402228254;0.003957574798163685;0.002857142857142857;it
52;53.3;53.3;0.2;0.004048183918665264;0.0050629956061742;0.0046875;an
53;191.6;168.3;0.8;0.015474483794986695;0.021414517934412614;0.014807333750204146;ideal
54;151.6;151.6;0.7;0.01295495921964947;0.017971146431453186;0.014519795833116179;space
55;83.4;83.4;0.5;0.007242305416958067;0.011299252419793853;0.010271084775634825;for
56;140.1;103.4;0.8;0.009630837145222304;0.012347299691261271;0.013459444712097715;rest
57;40.1;25.1;0.3;0.0025808982778338296;0.0033091595839203985;0.004060705496308449;and
58;408.3;263.3;1.6;0.049133024248930464;0.03970274677159495;0.03780191295762341;rejuvenation.
