number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;It
1;183.4;146.8;0.7;0.013714838163524723;0.015457438833229545;0.012082713864650216;looks
2;207.5;169.2;1.0;0.017671228528928225;0.0187969595112984;0.01985952590876712;like
3;113.3;113.3;0.4;0.0069160669418865325;0.010220965485196678;0.006178224041669787;the
4;193.3;175.0;1.1;0.019735623721423113;0.021839951168199805;0.023298714317439566;people
5;26.7;26.7;0.1;0.0010361688916485563;0.0017612137203166227;0.0010309278350515464;in
6;65.0;65.0;0.3;0.005038712655513956;0.00636612460275728;0.005763656633221851;the
7;169.2;154.2;1.0;0.016816645966818835;0.01944798814290623;0.020620850943699903;image
8;80.9;80.9;0.4;0.005425523039164883;0.007702700005144905;0.006483308787432499;are
9;223.0;183.0;1.0;0.02127702338054635;0.022065965230528266;0.021270465729868942;enjoying
10;9.2;9.2;0.1;0.0010240427426536063;0.0011923276308968378;0.002040816326530612;a
11;304.1;160.8;1.4;0.02646566928289502;0.020414983868204808;0.02903403937529776;game
12;81.7;81.7;0.4;0.006034489724688705;0.007845218309037564;0.006912323871727086;on
13;128.4;103.4;0.6;0.01197040512011595;0.011839337226913873;0.011495122293574762;the
14;98.3;98.3;0.6;0.010139242466996708;0.012049803589464229;0.013886706035866067;Wii,
15;108.3;108.3;0.5;0.009401834601074851;0.011965374656080063;0.009667110322389826;which
16;291.6;218.3;1.2;0.02890140835917428;0.028094128252668733;0.024426188463323138;could
17;59.9;59.9;0.3;0.004805329061865822;0.006160053732660336;0.005630559916274202;be
18;145.7;122.4;0.8;0.012651182666733735;0.014339656278975538;0.014413367950502626;part
19;58.3;58.3;0.3;0.004964480234375431;0.006266002665317153;0.005658808503844823;of
20;18.4;18.4;0.1;0.0014134275618374558;0.0020032661948829614;0.0017857142857142857;a
21;429.4;250.9;2.0;0.04115146774449533;0.03161904222834063;0.04059186250454946;team-building
22;230.9;170.8;1.2;0.02311750478691891;0.020851921534799756;0.023512388245715034;activity
23;71.7;71.7;0.3;0.004943512788552634;0.006865054741451585;0.004857458447296444;or
24;124.9;58.3;0.7;0.010820325805906942;0.008475663935338553;0.012649280680295883;a
25;244.2;177.5;1.1;0.019981067266401864;0.019627836082023696;0.020100425041918068;break
26;42.4;42.4;0.3;0.0049054013875961975;0.0056975888522285065;0.006856833642547929;to
27;210.2;145.9;0.9;0.016400845496493514;0.015783059008940552;0.014848581975554647;foster
28;0.0;0.0;0.0;0.0;0.0;0.0;a
29;264.8;164.1;1.2;0.022230995108618194;0.017952689685877782;0.021284851381623913;positive
30;74.1;74.1;0.3;0.005138959178787913;0.007410495938312302;0.00451155737500312;work
31;243.5;201.8;1.1;0.023573080181627837;0.02558057911871172;0.022662975485824445;environment.
32;261.6;202.4;1.2;0.02646299426749559;0.02647222363500886;0.024357890740061734;Companies
33;280.6;190.8;1.3;0.029353573496698055;0.024211709509230902;0.02661299278087806;sometimes
34;140.9;95.9;0.7;0.010043834028981114;0.009913609258361164;0.011278216790822566;use
35;233.5;193.5;1.3;0.023974739951319855;0.02397160633750526;0.02747262736091783;gaming
36;28.3;28.3;0.2;0.0034911909235973157;0.0037806671003948905;0.004953379953379954;as
37;89.9;89.9;0.3;0.004828825539639122;0.007375160436863251;0.004392509755955501;a
38;174.2;167.5;0.9;0.01587749045925127;0.01874679852545923;0.018696982715707963;way
39;26.7;26.7;0.1;0.0020510062989706557;0.0029069134458356016;0.0017857142857142857;to
40;325.8;244.1;1.4;0.030747728114605154;0.02974774238044146;0.028417761936487186;encourage
41;265.9;202.5;1.4;0.024695608328381195;0.025162312738150804;0.026936437622732328;collaboration,
42;211.8;211.8;0.9;0.021336949636486496;0.025449669420848427;0.01951300003172528;relieve
43;255.0;197.5;1.2;0.02124271632419119;0.02130665527887669;0.02105444116300441;stress,
44;72.7;72.7;0.3;0.007354327766758791;0.009097498544094373;0.006983308787432499;and
45;259.0;207.4;1.1;0.022653629084778956;0.02336918474198009;0.022240162699565913;improve
46;253.4;153.4;1.1;0.020952609612019595;0.0164130222739425;0.02015199441979852;employee
47;321.6;179.2;1.1;0.025024528949881164;0.018867636733413257;0.02045838738115516;relations.
48;43.3;43.3;0.2;0.002400673263276749;0.003613617125282401;0.002697594501718213;It's
49;153.2;153.2;0.7;0.012815026571271194;0.016146810619732634;0.012649363668088918;also
50;250.8;186.6;1.1;0.020907272842622008;0.021627030351441714;0.020043927866776827;possible
51;121.7;121.7;0.7;0.014033154925274705;0.016587038714436515;0.01626734282666486;that
52;168.4;123.4;0.8;0.012930912175480352;0.013885563884881214;0.014835761462734135;this
53;95.0;75.0;0.4;0.007458684443292218;0.007697055399558261;0.007631868131868132;is
54;53.3;40.0;0.3;0.002764019718309456;0.003423777295492967;0.0038475699558173787;a
55;164.9;164.9;0.7;0.015549627617617207;0.018534273241389287;0.01386570382510704;special
56;198.5;131.7;1.1;0.016952813807247703;0.015100592174425543;0.0205146238374728;event
57;0.0;0.0;0.0;0.0;0.0;0.0;or
58;281.0;178.5;1.3;0.0238600065824759;0.020152174528420372;0.023799282681453676;celebration,
59;60.0;36.7;0.2;0.002328469419434958;0.002420844327176781;0.002061855670103093;or
60;361.8;155.1;1.1;0.019598063046328624;0.014899581033831145;0.015644138897768417;that
61;66.7;66.7;0.3;0.00565671858765344;0.007049238958436394;0.005727897532021244;the
62;253.5;143.5;1.2;0.019329763407913304;0.015264555629908718;0.020437757201284126;company
63;409.8;223.3;1.4;0.03816255364960898;0.028241678838077867;0.02867286397730351;encourages
64;56.7;56.7;0.3;0.004231404525512347;0.005399609630536006;0.004871507545196474;short
65;261.7;156.6;1.2;0.02055406423938686;0.016506259245279886;0.020312656313471376;gaming
66;175.0;148.3;0.8;0.01413418409482905;0.016193744152342787;0.014924880247729208;breaks
67;33.4;33.4;0.1;0.002197223866850865;0.003150646165456089;0.0016666666666666666;to
68;228.3;138.3;0.9;0.015857132689009547;0.015183069189431278;0.013956432887529268;boost
69;168.2;146.6;0.9;0.014651265594039037;0.01626264417243714;0.017227285746010994;creativity
70;26.7;26.7;0.2;0.0024695842798483766;0.0029230767382287777;0.004061230865354577;and
71;222.4;222.4;0.8;0.023399125012395543;0.02725131799268455;0.01556061907934433;productivity.
