number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;The
1;234.9;105.0;1.1;0.06526481465153312;0.04112155511412165;0.07189009661835749;predominant
2;205.2;146.7;1.2;0.07487753003407395;0.07649244513539862;0.08912636911778789;airplane
3;50.0;50.0;0.3;0.014789030993911639;0.021358002815542534;0.019846491228070175;on
4;245.1;158.4;1.2;0.09140051482322628;0.07566293199794129;0.09145242470471303;display
5;138.3;138.3;0.6;0.06339159562925596;0.07585280708618133;0.053820940691650075;is
6;161.6;109.9;0.6;0.04218983963854263;0.04485458764322471;0.036292270531400966;blue,
7;227.7;127.7;0.9;0.06144587301999489;0.06005512805661338;0.06365281203667932;with
8;344.1;195.7;1.6;0.11499402409167128;0.10590926958040119;0.12498735309948124;additional
9;329.4;213.4;1.5;0.1264048591847835;0.1210672211626729;0.11851646573614535;stripes
10;71.7;71.7;0.3;0.020855610724166102;0.027895850068770156;0.022403381642512078;in
11;181.1;172.7;0.9;0.08203291110273565;0.10322928734069672;0.08025210011193992;red,
12;260.9;162.7;1.3;0.07479220675761647;0.07483277433832923;0.08543848091903011;white,
13;250.0;167.5;1.0;0.08665014430635061;0.08627675481129411;0.0794997457411645;and
14;171.7;146.7;0.6;0.08091104504213793;0.08539138484881222;0.06282106782106782;green.
