number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;232.5;109.3;1.0;0.03797646652130017;0.04894662693770302;0.03392857142857143;Title:
1;478.5;236.9;2.1;0.10514018596563043;0.12710592182110864;0.097997557997558;Vehicle
2;316.8;136.6;1.5;0.048852027076712476;0.06252995329569629;0.05433516483516483;Noise
3;133.4;118.4;0.6;0.022909818959200377;0.05260364120984572;0.026573260073260073;and
4;299.9;118.3;1.7;0.051468749617497686;0.05797275680695104;0.0731111111111111;Vibration
5;442.1;159.8;2.1;0.07020809946326563;0.07661094932043405;0.07681135531135531;Refinement.
6;827.2;270.8;3.3;0.15473151829052068;0.13032025155752838;0.1483131868131868;Topic:
7;1426.0;263.4;5.6;0.25348719650241053;0.12817879407252675;0.23563064713064713;Woodhead
8;552.8;222.6;2.4;0.09762655742468555;0.10844925314291454;0.10156532356532358;Publishing
9;58.4;58.4;0.3;0.02081277767045109;0.034737099135885394;0.019523809523809523;in
10;556.5;218.3;2.0;0.08573362834835843;0.10182957731418885;0.07533333333333334;Mechanical
11;269.8;145.0;1.3;0.051052974159966916;0.07071517538521736;0.056876678876678875;Engineering.
