number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;15.0;15.0;0.1;0.0010675396768913244;0.0013919821826280624;0.0014705882352941176;The
1;253.3;143.3;1.3;0.01737181426569934;0.013942277165628025;0.018669125381696208;purpose
2;31.7;31.7;0.2;0.0028545873713795343;0.003737160277628191;0.002601078167115903;of
3;103.3;103.3;0.4;0.006948712569213211;0.009201552249331177;0.006087243509844129;the
4;121.6;121.6;0.5;0.00806695786175839;0.010835527479908638;0.007752094913527385;Om
5;267.3;129.8;1.6;0.016272413995907585;0.012281281490077834;0.021081458275840247;chanting
6;55.1;55.1;0.3;0.00267365492438905;0.00416355186117353;0.003500663423264042;in
7;68.4;51.7;0.4;0.0044429703403249445;0.005000148825533409;0.004752747252747253;the
8;318.5;216.8;1.4;0.0208984721133215;0.01980249195438527;0.019991322920999012;image
9;55.0;55.0;0.3;0.00369811374592802;0.005177981070729896;0.004302802460697197;is
10;60.0;60.0;0.2;0.003894644070811963;0.004809762841518327;0.0030330882352941177;to
11;338.4;181.6;1.5;0.02410608712941034;0.01901931291851599;0.021570634669621908;promote
12;361.4;197.4;1.7;0.02546359240133189;0.020876090619189096;0.02351648848284531;positive
13;420.0;155.7;2.5;0.02556746361294971;0.01654058838165961;0.029570872500603355;transformation
14;75.9;75.9;0.4;0.006250641536674016;0.008340206047501634;0.006311188811188811;and
15;483.0;188.3;2.3;0.03338179606002523;0.019659809500273094;0.031789336957899664;meditation.
16;109.2;92.6;0.9;0.00904416309502804;0.010269995121115342;0.013716925878413114;The
17;96.7;96.7;0.5;0.009661726232495322;0.011580198098175096;0.0089988470648848;group
18;142.4;109.1;0.4;0.008430613124981444;0.01010935371652232;0.004437621202327085;of
19;388.3;160.9;2.0;0.029383461264380954;0.016280044002110413;0.03028210721532104;people
20;47.6;47.6;0.3;0.004143843449594029;0.0051317540885414265;0.004895842226585845;is
21;203.3;176.6;1.2;0.015940211656136516;0.018492681609770738;0.017532173131160365;sitting
22;15.0;15.0;0.1;0.001298251687727194;0.0017745179226310187;0.0015151515151515152;in
23;35.0;35.0;0.1;0.002147766323024055;0.0025551175354066287;0.0015625;a
24;187.3;149.0;0.9;0.01520095157678542;0.014542522786972847;0.015042258310501929;circle,
25;283.7;162.3;1.5;0.021655379663299796;0.016795364415203407;0.022854195537215866;focusing
26;58.3;58.3;0.3;0.005833925751682766;0.007217714113557349;0.005674671240708977;on
27;186.5;186.5;0.7;0.011746792829390708;0.01626966060019436;0.010003568929707284;the
28;276.5;205.0;1.3;0.022773472753733447;0.02046800346657734;0.02129639652386673;chant,
29;287.5;199.9;1.4;0.022717221004018722;0.020282754454466333;0.020306599232737588;which
30;16.7;16.7;0.1;0.0016521567075583696;0.0018690542809177394;0.0018867924528301887;is
31;38.3;38.3;0.2;0.003186637619523677;0.0038715965633177667;0.0033573806881243063;a
32;279.2;210.8;1.2;0.020887092511169686;0.020435211192987073;0.01859444438795233;deep
33;249.3;170.9;1.1;0.019480819464653416;0.017580314369287843;0.017575463174450412;mantra
34;135.8;135.8;0.7;0.011092443478719353;0.013944194822109396;0.012133555688231778;that
35;254.2;192.6;1.3;0.01756178313806145;0.017650592609512343;0.018791447717586073;helps
36;150.8;140.8;0.8;0.011118293584353877;0.0140179310736154;0.011357273147243354;them
37;167.4;147.4;1.0;0.012566098698212874;0.014660580143694618;0.015624510488148844;connect
38;122.6;122.6;0.6;0.009903562494126;0.01199973517999633;0.01049347376171738;with
39;156.5;119.9;0.7;0.00971617961507214;0.011169897951243297;0.009657053472842948;their
40;211.5;151.5;1.0;0.014162390394401387;0.013978172317886797;0.014021505649849886;inner
