number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;151.6;40.0;0.7;0.006911389088682543;0.00534744900606398;0.007623188405797102;This
1;553.0;173.4;2.4;0.044811537749377836;0.030849337770207652;0.042652050153162493;page
2;397.5;155.8;2.1;0.03750110993444288;0.02919731837042367;0.04052542504248622;shows
3;40.0;40.0;0.2;0.002213948093772293;0.00534744900606398;0.0027246376811594203;a
4;442.7;168.3;2.6;0.04910902655195437;0.035416305748579645;0.055257105596376886;diagram
5;462.6;194.9;2.1;0.040657454892301804;0.03470956036166099;0.03941798406368307;showing
6;367.5;239.1;1.4;0.03659933019746618;0.04231219906221239;0.035137246171025815;how
7;395.8;215.9;1.9;0.038487048841905486;0.0418396132648151;0.039379137955823776;vehicles
8;203.2;95.7;1.0;0.015280787505354953;0.015670946655331336;0.016139734833419288;use
9;324.9;190.7;1.6;0.043101186560698876;0.03660153947369628;0.04333642599167997;noise
10;286.8;173.4;0.9;0.02235491727290447;0.028550914672677997;0.015848108413325804;and
11;413.2;201.6;1.8;0.036868819985546086;0.03789692334969706;0.03751852290572138;vibration
12;403.9;205.7;2.0;0.04163149181254895;0.04267830991734038;0.03923142670672587;reduction
13;359.3;159.2;1.6;0.03107813990434278;0.03253156850280159;0.031180457900817103;systems
14;13.3;13.3;0.1;0.0011532125205930808;0.0021867806642551792;0.0017857142857142857;to
15;205.7;136.6;1.2;0.016401281617414276;0.022237881891594993;0.02013607740057233;reduce
16;101.7;58.3;0.5;0.005312196878334509;0.008227691200333268;0.005666450356911096;their
17;513.9;155.7;2.7;0.053285250434209744;0.028164703592608642;0.058500189722206906;environmental
18;245.7;87.3;1.1;0.016287360776522364;0.012890466648218602;0.0151035212951262;impact.
19;73.4;73.4;0.4;0.012652909067975743;0.01776941338136922;0.014548270219728845;The
20;424.2;200.1;1.9;0.04076158297207675;0.03779813382296644;0.038173154403645;diagram
21;410.8;217.5;1.7;0.04059072834060825;0.039948738017647006;0.03764145297438901;includes
22;328.5;111.7;1.3;0.029317059297299823;0.01933066534530041;0.027146531682108278;various
23;410.0;194.8;2.0;0.04057795342317509;0.03591672264679678;0.041937519226977;components,
24;23.3;23.3;0.1;0.0007756324900133156;0.0031397385797062387;0.0007246376811594203;such
25;173.3;173.3;0.8;0.023509367253584795;0.03530441810219863;0.021051451149876103;as
26;170.2;121.8;0.8;0.016776431543255935;0.022258211609702393;0.016865989384558366;vehicle
27;171.0;130.9;0.8;0.013550400280978278;0.020823123971559547;0.013024920060582038;body,
28;274.1;140.9;1.5;0.025338702979367182;0.02509936117180901;0.031822949364861554;engine,
29;216.0;124.3;1.3;0.02705157468389921;0.025439436686360423;0.03182449313759916;transmission,
30;153.4;131.7;0.7;0.017417823503813316;0.02193834676454535;0.017302619920329585;differentials,
31;56.6;33.3;0.3;0.005006608986765158;0.004880223542986649;0.005571428571428572;and
32;367.5;199.1;1.5;0.037894860098292474;0.03611124266014066;0.03262159407380584;wheels,
33;145.9;38.4;0.8;0.00800407063512632;0.0069034106891217445;0.008298270219728846;that
34;119.9;94.9;0.5;0.010944634100305961;0.014754005012126332;0.009158351465180492;are
35;195.1;148.4;1.1;0.026620447374797997;0.032283712553219955;0.02869591583924147;used
36;35.0;35.0;0.2;0.0028792716617603506;0.0056813222184207545;0.0032782515991471215;for
37;76.6;50.0;0.5;0.009196427731841272;0.009313195715932181;0.010644594862499645;noise
38;126.8;115.1;0.6;0.015063794231206878;0.021097564549279673;0.014344421451149381;and
39;206.5;169.8;0.9;0.022340156047381397;0.028736482164005494;0.020385368098166833;vibration
40;288.9;218.1;1.0;0.034684072678101;0.042815571636222356;0.027774409732102417;reduction.
