number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;The
1;225.1;140.0;1.3;0.01648618427453816;0.013029679223287457;0.01983163815940697;image
2;190.2;116.0;1.1;0.009736539447424936;0.009137754358451782;0.013710943549876753;appears
3;49.2;49.2;0.4;0.0035407104457340216;0.004435547179753789;0.005978580006372081;to
4;78.3;53.3;0.4;0.0032502425153679328;0.003671492770596682;0.004219066429982249;be
5;261.8;233.4;1.1;0.01713851181344151;0.019605867126559522;0.016556798125651064;centered
6;192.4;160.8;1.0;0.011574168958391017;0.012463599169385579;0.013764337213250119;around
7;27.6;27.6;0.2;0.0012932765712329794;0.0018760056304356685;0.0021584952204748687;a
8;212.4;182.4;1.0;0.013255879367421666;0.015085231733499665;0.014370153174898804;meal
9;95.8;95.8;0.4;0.005679950572109302;0.0075168147652387;0.00484049398943016;at
10;0.0;0.0;0.0;0.0;0.0;0.0;a
11;321.0;239.3;1.4;0.021663026283438906;0.02144724166060499;0.020486143769970613;restaurant,
12;343.3;238.4;1.5;0.02208342579529013;0.02059729192860522;0.020525962479644277;featuring
13;266.4;173.9;1.0;0.012149933528028489;0.012446249972426377;0.012518796178624905;what
14;187.5;144.2;0.9;0.012302169652500665;0.012694798938955965;0.012990871974722082;looks
15;102.5;102.5;0.5;0.005398003908474997;0.007374517110077966;0.006773234309103737;like
16;21.7;21.7;0.1;0.0014502439350397647;0.002010003705075954;0.0013333333333333335;a
17;294.1;177.5;1.6;0.019556479248740294;0.015640512791924598;0.023266066549893393;sandwich
18;360.0;248.1;1.5;0.022164744198800705;0.021562219103773563;0.020227430565941226;possibly
19;163.3;56.6;0.9;0.007615211085781495;0.003931775937781247;0.010946890316501513;with
20;372.9;236.1;1.5;0.024855981323682542;0.020125286062872613;0.020914081161616034;pulled
21;72.4;72.4;0.5;0.005386236175010669;0.006857584672324633;0.007126208275144446;pork,
22;244.2;205.9;1.1;0.01657326444977928;0.016935368060497592;0.016733736683399215;served
23;114.2;97.5;0.5;0.005391277056774344;0.00664737209257382;0.006067136931047007;with
24;189.8;178.2;1.0;0.013367928877223826;0.016088757101234554;0.014367467259169408;French
25;78.3;78.3;0.4;0.0043971431750498054;0.005773506523759664;0.004886441856273549;fries
26;120.1;120.1;0.5;0.007645148301460433;0.009620280806295612;0.007100073021943478;and
27;20.0;20.0;0.1;0.0014280614066404856;0.0016535758577924762;0.0014925373134328358;a
28;133.2;133.2;0.7;0.008907247907958382;0.01113896546617955;0.010814358736229194;side
29;98.3;98.3;0.4;0.006304605113674641;0.007781626755303542;0.006141234528167786;of
30;389.9;178.2;1.9;0.024021825978112744;0.015472774356685096;0.025948274701510694;coleslaw,
31;257.6;160.8;1.2;0.016186584423046387;0.014122880217058487;0.0174396214802598;accompanied
32;184.1;75.8;0.7;0.010465404900845313;0.006365924870343547;0.008234398532270874;by
33;61.6;61.6;0.2;0.002519037253064655;0.0035844182806284014;0.002201757171588864;a
34;170.9;170.9;0.7;0.01321220570659759;0.01566605606618304;0.0108783246210906;small
35;172.6;172.6;0.6;0.009735015837419736;0.012358998078499266;0.008433406355276812;bowl
36;16.6;16.6;0.1;0.0004353413233327214;0.0007704803898816431;0.0007092198581560283;of
37;221.5;209.8;0.9;0.014437538088048143;0.017274421858151697;0.012708552364361822;sauce.
38;103.4;103.4;0.5;0.007513161481577846;0.009526401612396119;0.007517012872845595;On
39;171.7;95.1;1.0;0.008417606048423487;0.007165968035261448;0.012423558083386809;the
40;172.6;147.6;0.8;0.01031346942685214;0.012777726118642713;0.010056460474272845;other
41;147.6;147.6;0.7;0.008959410805531127;0.012021341117814098;0.009411206500978224;plate,
42;299.4;198.5;1.1;0.01613649678987413;0.01738825231457166;0.01463917002681409;there
43;167.6;159.3;0.7;0.010518595270066423;0.013048950829986222;0.010004055066034714;seems
44;53.5;53.5;0.3;0.0026600372013140957;0.0037167215939589307;0.0038619292177619396;to
45;131.7;101.7;0.7;0.008892841443831206;0.009036502520358017;0.009760457407439888;be
46;48.4;48.4;0.1;0.0012693084367050432;0.0022464608957994897;0.0007092198581560283;a
47;458.3;421.6;0.9;0.026421844705770962;0.02993179416475141;0.012084438889184517;rice
48;154.1;143.3;0.7;0.009834870428274235;0.011897749049588369;0.010022073084052733;dish
49;172.5;136.6;0.7;0.009920894690534721;0.010277867916860145;0.009277246453974698;with
50;305.1;173.4;1.5;0.018589468748309752;0.013869853634233934;0.020150982509630433;vegetables
51;80.8;80.8;0.4;0.00659558974451383;0.008062094022067874;0.0066560983900373905;and
52;304.3;192.6;1.0;0.014894511770801071;0.015811527582024715;0.01225821764586171;grilled
53;236.1;184.4;1.1;0.01555901930148144;0.015734756285406187;0.015887396977168698;chicken
54;307.5;221.0;1.3;0.01582620563920947;0.01727596677868128;0.01668172321830345;breast,
55;236.6;188.3;1.1;0.015311985208164926;0.017405195983834058;0.01581674262148825;served
