number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;103.3;103.3;0.4;0.005791746113584325;0.008631460436275617;0.005909954028420927;The
1;209.1;113.2;1.2;0.014050164540234823;0.013020320161079365;0.020054546208727396;image
2;104.9;88.3;0.3;0.002813218038914029;0.004453764074373842;0.0024574829931972787;is
3;63.4;43.4;0.3;0.002622506788373334;0.0035841593764941266;0.0026515151515151512;a
4;365.7;161.6;1.9;0.02261835798901175;0.01873703079397542;0.028453869333660276;compilation
5;64.1;37.5;0.3;0.003056596913653724;0.0038138243001848136;0.0026515151515151512;of
6;268.3;170.0;1.2;0.01887706749374317;0.02035810223638945;0.019892400153724194;four
7;336.9;218.5;1.5;0.026929477143298398;0.028146240790441462;0.024748275985209782;photos,
8;134.1;104.1;0.8;0.0138387192410598;0.013527997435933442;0.0185819117003786;each
9;593.1;307.4;1.9;0.02786400801561182;0.02656875306705042;0.02890102380520499;depicting
10;29.2;29.2;0.2;0.002122404428241143;0.0030192325782764312;0.0022348484848484845;a
11;284.0;187.4;1.1;0.019918311991201445;0.020839132838667986;0.019518250493860252;man
12;436.5;203.3;2.0;0.02599888014647071;0.01767478965365539;0.026321261652272103;performing
13;15.0;15.0;0.1;0.0012994888677120334;0.0016109977446031576;0.0016666666666666666;a
14;254.9;211.5;1.0;0.018125437191701364;0.021805213212068075;0.01845532532379222;trick
15;181.7;145.0;0.7;0.00805881812628548;0.010903142118864211;0.007777614371691026;on
16;20.0;20.0;0.1;0.0017326518236160445;0.00214799699280421;0.0016666666666666666;a
17;682.6;209.2;2.8;0.04573464580964058;0.025261872947775772;0.04647035923168327;skateboard.
18;167.5;110.0;1.1;0.011588176390204251;0.011588432918138382;0.01948303438721557;The
19;164.1;143.3;0.7;0.008348581002647276;0.011457395796916476;0.008409954028420926;man
20;64.1;46.7;0.4;0.0025884572947942634;0.0034842541694164813;0.003520408163265306;is
21;350.1;194.2;1.7;0.025396530821838827;0.024287950709009336;0.02823819634359704;wearing
22;33.4;33.4;0.2;0.001376235709612102;0.002292424355769218;0.0020833333333333333;a
23;349.9;204.9;1.5;0.015371155014118985;0.01561945423155768;0.017828053350701433;black
24;241.0;154.2;1.1;0.01324653725822646;0.014249706039205742;0.013324576443043343;shirt
