number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;My
1;280.0;226.6;1.3;0.03378784414340337;0.033352983144134804;0.032186287534484874;goal
2;75.1;75.1;0.3;0.009433295337932256;0.010193640977678286;0.008020541549953315;is
3;140.8;84.2;0.8;0.02124687929667696;0.01401096161957589;0.0234308303966748;not
4;101.7;66.7;0.4;0.013080807054645366;0.012575750683783676;0.010512605042016806;to
5;136.0;136.0;0.5;0.010182492477707033;0.014149076212858467;0.00858162404746845;be
6;220.7;205.7;1.1;0.024301755747677935;0.029422599790177594;0.025082646077902244;better
7;18.3;18.3;0.1;0.0038061564059900166;0.005475763016157989;0.004;than
8;196.8;186.8;1.0;0.02230977760898459;0.027706657185911854;0.022379943375199544;anyone
9;93.3;93.3;0.5;0.007889679716486252;0.011548156158695618;0.010133533099377503;else,
10;96.7;96.7;0.5;0.012753860511447942;0.01693663355787576;0.012300578295834464;but
11;149.9;121.6;0.9;0.016097344690075767;0.017721500338487566;0.0198062558356676;rather
12;38.3;38.3;0.2;0.0038663607215018376;0.00567213935371665;0.003612903225806452;to
13;185.1;158.4;0.8;0.019258215539851402;0.0234473715393076;0.017070041035885438;use
14;63.2;63.2;0.4;0.00760830072587676;0.00952683323995025;0.008255760368663595;my
15;175.2;141.8;0.7;0.018852242691082818;0.02160088366362131;0.015339793982108973;own
16;264.2;186.8;1.3;0.02883932498311683;0.027547995476952313;0.029693290335605325;abilities
17;91.7;91.7;0.6;0.010747509723721089;0.014283824084750246;0.014284326750171153;and
18;148.3;98.3;0.6;0.014269235448018941;0.016637395346790432;0.012642857142857141;passions
19;93.4;93.4;0.5;0.010767204600451583;0.013055620149401878;0.011355755321599725;in
20;161.6;148.2;0.9;0.02033674990894483;0.025793864264797916;0.021033234915587857;order
21;27.5;27.5;0.2;0.0037409583277567284;0.004943688278797654;0.006222222222222222;to
22;188.3;178.3;0.8;0.022810485335535795;0.0265387695470978;0.0202370862323424;achieve
23;189.9;116.7;1.0;0.02733566800030529;0.019084129098564613;0.027874037903449667;success.
24;38.3;38.3;0.2;0.004502706770101112;0.005614968687520709;0.004554079696394687;|
25;53.3;53.3;0.2;0.006718186246460238;0.007914250933544009;0.004901960784313725;am
26;12.6;12.6;0.1;0.00111731843575419;0.0014675052410901468;0.0017857142857142857;a
27;227.4;189.1;0.9;0.026538589813875763;0.026701128068312104;0.020082646077902243;person
28;113.4;113.4;0.5;0.009411579804936768;0.013648976025309813;0.009449201302142479;who
29;130.9;119.2;0.7;0.015523119759214887;0.015943790311879015;0.01741091932268403;values
30;291.7;114.2;1.4;0.030514398065620434;0.015405386821369032;0.029243785802609334;self-improvement
31;64.9;64.9;0.3;0.006415705867605252;0.00828866381462751;0.006007936507936508;and
32;84.1;84.1;0.4;0.008613925457506232;0.010388426651265673;0.00871063921063921;growth
33;0.0;0.0;0.0;0.0;0.0;0.0;as
34;90.0;65.0;0.5;0.012007795923201114;0.010650114536890905;0.012422590657884775;much
35;51.6;51.6;0.3;0.005341987967228491;0.007219905595712161;0.005746498599439776;as
36;81.6;63.3;0.4;0.008634424434638441;0.008021605870841065;0.008846493552375906;others
37;120.7;120.7;0.7;0.013363552750830811;0.016298054027466917;0.015379943375199542;do.
38;74.8;74.8;0.5;0.009101553276201378;0.010549749532124276;0.011826885709238651;The
