number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;41.6;41.6;0.2;0.0048591391779843306;0.008669477772685803;0.00505050505050505;The
1;240.7;169.0;1.2;0.03220327580565334;0.03695512166760574;0.03660385508211595;prominent
2;234.3;155.1;1.4;0.03801288630290129;0.037812667401728964;0.047740725458116764;objects
3;57.4;47.4;0.4;0.009917684691021422;0.010159654159875893;0.014268461007591443;in
4;66.7;66.7;0.4;0.009098352348900158;0.01479033234016341;0.011519036519036518;the
5;342.5;160.9;1.5;0.04787920050238953;0.03847102241964541;0.04678274623926798;image
6;110.0;58.3;0.6;0.011916107807614509;0.01249199949792799;0.016022262761393197;are
7;103.5;103.5;0.4;0.013837475508429852;0.022402780763875342;0.012312687312687313;a
8;329.3;207.5;1.6;0.044203313949683125;0.04927798375718072;0.047135774853166154;train
9;155.0;155.0;0.7;0.02394895510441968;0.036698421955414014;0.026456454173845477;and
10;71.7;71.7;0.3;0.007520043146274745;0.014937448849215792;0.0077672327672327676;a
11;309.1;232.5;1.4;0.050861157877601884;0.057354067227947905;0.047452125169516475;train
12;243.5;165.1;1.1;0.03383644651693918;0.03840359775913396;0.03500466924379968;station.
13;78.3;55.0;0.4;0.010003540201060474;0.01349199426599228;0.01003996003996004;The
14;302.4;213.3;1.4;0.04353593311078676;0.05130275923710943;0.04562339834078964;train
15;134.8;134.8;0.5;0.016949723341327137;0.030040135796112248;0.014892836631967065;is
16;393.3;218.3;1.7;0.05310211681451932;0.0522005465106672;0.05383463155202286;traveling
17;335.0;150.0;1.8;0.047605989429102095;0.03621139205204736;0.05338707186533274;down
18;198.4;169.1;1.0;0.031492271489825405;0.0427394700233092;0.035169359625881365;the
19;518.9;256.6;2.0;0.07290428861624451;0.06079323020656894;0.058697039675300544;tracks,
20;75.9;75.9;0.3;0.01418639822971617;0.018861535809437883;0.01069703243616287;and
21;159.4;137.7;0.7;0.02834637605450239;0.03484443651099712;0.026552010791141223;the
22;151.9;116.9;0.8;0.029664834315100995;0.02872298926594451;0.03265104460756635;train
23;382.6;141.8;1.9;0.06631988002963335;0.033340312755543375;0.07446436413827717;station
24;198.2;111.6;0.6;0.019898804099507957;0.022352764682869182;0.015167561906692342;is
25;627.9;268.2;2.2;0.08023453426784091;0.06255912622442672;0.06483890505629636;situated
26;210.0;146.7;1.0;0.036555079857533604;0.036197027302847726;0.03862067883807015;next
27;198.4;89.2;0.6;0.03323597612755178;0.022194079211782677;0.02436947110860154;to
28;98.2;84.9;0.5;0.017925619764586183;0.020057181650656637;0.020169082125603865;the
29;391.5;228.2;1.7;0.06994459551134793;0.05566644292128657;0.0667090156220591;tracks.
