;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;259;383;296;398;390.5;;1;[];[];0.0;0.0;0;;;869.7529996732052;;;
1;1;quote;303;384;356;402;393.0;2.5;1;[np.float64(2227.0)];[np.float64(40.28150353468972)];400.0;400.0;1;2.8952;2.931;809.6383675843355;2.91;400.0;400.0
2;2;written;364;383;427;398;390.5;2.5;1;[np.float64(2228.0)];[np.float64(41.79255962371826)];400.0;400.0;1;2.8084;2.8399;738.8929135826328;2.82;400.0;400.0
3;3;in;436;383;450;398;390.5;0.0;1;[];[];0.0;0.0;0;;;715.9227599294385;;;
4;4;the;458;383;488;398;390.5;0.0;1;[];[];0.0;0.0;0;;;677.9765051419724;;;
5;5;image;496;383;552;402;392.5;2.0;1;[np.float64(2229.0)];[np.float64(33.76685376600784)];366.0;366.0;1;2.875;2.8348;613.8537579270775;2.85;366.0;366.0
6;6;is:;561;383;580;398;390.5;2.0;1;[];[];0.0;0.0;0;;;586.1354649685788;;;
7;7;"""forgive";589;383;661;402;392.5;2.0;1;[np.float64(2230.0)];[np.float64(25.756241798400822)];300.0;300.0;1;2.878;2.86;505.0458446260913;2.87;300.0;300.0
8;8;yourself;669;383;746;402;392.5;0.0;1;[np.float64(2231.0), np.float64(2232.0), np.float64(2234.0)];[np.float64(23.940304626118007), np.float64(23.975518345241316), np.float64(20.63549485211342)];1400.0;367.0;3;2.8256;2.8766;420.26472798876523;2.85;466.6667;1200.0
9;9;for;752;383;777;398;390.5;2.0;1;[];[];0.0;0.0;0;;;389.7281172094788;;;
10;10;not;785;384;813;398;391.0;0.5;1;[np.float64(2235.0), np.float64(2237.0)];[np.float64(24.57152891159052), np.float64(29.448663592338505)];500.0;233.0;2;2.8222;2.8765;353.9076211342337;2.85;250.0;233.0
11;11;knowing;822;383;899;402;392.5;1.5;1;[np.float64(2233.0), np.float64(2236.0), np.float64(2238.0)];[np.float64(23.220396995544377), np.float64(21.99479975019176), np.float64(24.72945560727794)];667.0;200.0;3;2.8349;2.8609;268.0083714042733;2.85;222.3333;1367.0
12;12;what;907;383;953;399;391.0;1.5;1;[np.float64(2239.0)];[np.float64(30.312648500714943)];700.0;700.0;1;2.8157;2.8474;215.00611595053186;2.83;700.0;700.0
13;13;you;960;387;993;402;394.5;3.5;1;[];[];0.0;0.0;0;;;175.10931813718992;;;
14;14;didn't;1002;383;1052;398;390.5;4.0;1;[np.float64(2240.0)];[np.float64(38.38783409595487)];667.0;667.0;1;2.7663;2.8146;118.88169942731733;2.79;667.0;667.0
15;15;know;1060;383;1109;399;391.0;0.5;1;[np.float64(2241.0)];[np.float64(34.84889602661133)];200.0;200.0;1;2.7617;2.7563;66.56494593155519;2.76;200.0;200.0
16;16;before;1118;383;1177;399;391.0;0.0;1;[np.float64(2242.0)];[np.float64(36.04072058200836)];808.0;808.0;1;2.8048;2.7461;36.04072058200836;2.78;808.0;808.0
17;17;you;1185;387;1218;402;394.5;3.5;1;[];[];0.0;0.0;0;;;38.64109706589557;;;
18;18;lived;1227;383;1269;398;390.5;4.0;1;[];[];0.0;0.0;0;;;72.2529740511324;;;
19;19;through;716;465;787;485;475.0;84.5;2;[];[];0.0;0.0;0;;;379.1494042156912;;;
20;20;"it.""";797;465;820;481;473.0;2.0;2;[];[];0.0;0.0;0;;;346.26240496323516;;;
