;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[];[];0.0;0.0;0;;;583.1925708268964;;;
1;1;the;480;770;509;786;778.0;0.0;1;[np.float64(1782.0)];[np.float64(8.74609794616697)];167.0;167.0;1;3.5491;3.5095;546.1944928814703;3.53;167.0;167.0
2;2;overall;518;770;579;786;778.0;0.0;1;[np.float64(1783.0)];[np.float64(11.688899040222168)];900.0;900.0;1;3.5174;3.4328;476.1989462468634;3.48;900.0;900.0
3;3;appearance;587;774;699;790;782.0;4.0;1;[];[];0.0;0.0;0;;;356.1685099644251;;;
4;4;and;707;770;741;786;778.0;4.0;1;[];[];0.0;0.0;0;;;314.2168620914322;;;
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(1784.0)];[np.float64(9.227253990173267)];833.0;833.0;1;3.6021;3.5663;194.1721079512755;3.58;833.0;833.0
6;6;of;870;770;887;786;778.0;2.0;1;[];[];0.0;0.0;0;;;168.2625649333807;;;
7;7;the;894;770;923;786;778.0;0.0;1;[];[];0.0;0.0;0;;;132.28933645341664;;;
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(1785.0)];[np.float64(5.954155254363968)];667.0;667.0;1;3.6162;3.5193;41.564222567429944;3.57;667.0;667.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;19.05338587971836;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[np.float64(1786.0)];[np.float64(5.752690095167964)];434.0;434.0;1;3.6304;3.5642;5.752690095167964;3.6;434.0;434.0
11;11;image.;1083;770;1144;790;780.0;2.0;1;[];[];0.0;0.0;0;;;27.890927277760117;;;
