text;attention
The;0.020904612
website;0.02085169
mentioned;0.020841233
in;0.020828405
the;0.020806862
image;0.0208095
is;0.020822067
"""Google"".";0.020988667
It;0.020836605
appears;0.02081018
to;0.02080573
be;0.02079993
a;0.020803027
search;0.02081425
engine,;0.020885913
and;0.020818492
it;0.020813918
has;0.020805543
an;0.02080352
interesting;0.020809282
photo;0.020815337
of;0.020852536
a;0.020825038
girl;0.020824956
standing;0.020826634
next;0.020850075
to;0.020814542
a;0.02079959
flower;0.020805726
with;0.020853475
a;0.020839714
blue;0.020809771
sky;0.020846575
behind;0.020833213
her.;0.020838453
There;0.020841489
are;0.020822244
also;0.02081288
words;0.020819984
written;0.020845741
on;0.020830164
the;0.02081506
page;0.0208195
that;0.020846015
mention;0.020821646
Google;0.020864705
as;0.020871038
well.;0.020894442
