;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(2938.0)];[np.float64(0.5499076843261719)];300.0;300.0;1;3.2812;3.355;618.2118138165221;3.32;300.0;300.0
1;1;could;477;770;526;786;778.0;0.0;1;[np.float64(2939.0)];[np.float64(4.726217269897461)];66.0;66.0;1;3.2337;3.2807;561.2126019463628;3.26;66.0;66.0
2;2;be;535;770;556;786;778.0;0.0;1;[];[];0.0;0.0;0;;;531.2130846862458;;;
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;512.2532255239446;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(2940.0), np.float64(2941.0)];[np.float64(8.33338737487793), np.float64(8.04591304320583)];433.0;233.0;2;3.1457;3.1346;441.2611374096565;3.14;216.5;433.0
5;5;the;655;770;684;786;778.0;2.0;1;[np.float64(2943.0)];[np.float64(4.444643243417898)];250.0;250.0;1;3.0924;3.0176;403.2159514594478;3.06;250.0;250.0
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(2942.0), np.float64(2944.0)];[np.float64(7.779272794723511), np.float64(2.880704402923584)];500.0;200.0;2;3.0977;3.012;332.2184941265707;3.05;250.0;750.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;309.2195681947589;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(2945.0)];[np.float64(0.6595438003539584)];250.0;250.0;1;3.0519;2.9621;272.2216768677063;3.01;250.0;250.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(2946.0)];[np.float64(5.98063162311603)];217.0;217.0;1;2.9942;2.9193;207.2272046169385;2.96;217.0;217.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;170.35197124260418;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(2947.0)];[np.float64(5.64269204139714)];334.0;334.0;1;2.9964;2.9214;96.25390558148172;2.96;334.0;334.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[];[];0.0;0.0;0;;;60.283683114525836;;;
13;13;at;1036;771;1053;786;778.5;0.5;1;[];[];0.0;0.0;0;;;34.44860785606359;;;
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(2948.0), np.float64(2949.0)];[np.float64(5.319939254417726), np.float64(3.09747134722204)];1758.0;450.0;2;2.9994;2.9805;3.09747134722204;2.99;879.0;1758.0
