;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;265;383;301;398;390.5;;1;[];[];0.0;0.0;0;;;420.35857527901453;;;
1;1;quote;309;384;362;402;393.0;2.5;1;[np.float64(4643.0)];[np.float64(0.0)];266.0;266.0;1;3.2494;3.34;359.4940461241126;3.29;266.0;266.0
2;2;on;370;387;392;398;392.5;0.5;1;[];[];0.0;0.0;0;;;330.69213764820415;;;
3;3;the;400;383;429;398;390.5;2.0;1;[];[];0.0;0.0;0;;;294.46841339792036;;;
4;4;image;438;383;494;402;392.5;2.0;1;[np.float64(4644.0)];[np.float64(0.0)];167.0;167.0;1;3.2917;3.3068;230.36081743836962;3.3;167.0;167.0
5;5;is:;502;383;522;398;390.5;2.0;1;[];[];0.0;0.0;0;;;204.64973918301413;;;
6;6;"""My";531;383;566;402;392.5;2.0;1;[];[];0.0;0.0;0;;;161.88547871109998;;;
7;7;goal;574;383;613;402;392.5;0.0;1;[];[];0.0;0.0;0;;;119.44379698640039;;;
8;8;is;622;383;635;398;390.5;2.0;1;[np.float64(4645.0)];[np.float64(0.0)];266.0;266.0;1;3.2933;3.239;103.38518595416015;3.27;266.0;266.0
9;9;not;644;384;673;398;391.0;0.5;1;[];[];0.0;0.0;0;;;77.05069010042469;;;
10;10;to;680;384;697;398;391.0;0.0;1;[];[];0.0;0.0;0;;;66.51122346768048;;;
11;11;be;706;383;728;398;390.5;0.5;1;[np.float64(4646.0)];[np.float64(0.0)];216.0;216.0;1;3.2916;3.2273;63.581650110391536;3.26;216.0;216.0
12;12;better;736;383;791;398;390.5;0.0;1;[];[];0.0;0.0;0;;;66.49819998141912;;;
13;13;than;798;383;838;398;390.5;0.0;1;[np.float64(4647.0)];[np.float64(0.0)];233.0;233.0;1;3.2596;3.1825;103.35016581099552;3.22;233.0;233.0
14;14;anyone;847;387;916;403;395.0;4.5;1;[np.float64(4648.0)];[np.float64(2.8310643196106753)];250.0;250.0;1;3.2222;3.1763;143.02539585651954;3.2;250.0;250.0
15;15;else,;924;383;968;401;392.0;3.0;1;[];[];0.0;0.0;0;;;216.14155172972218;;;
16;16;but;978;383;1006;398;390.5;1.5;1;[];[];0.0;0.0;0;;;269.09712333984663;;;
17;17;to;1014;384;1031;398;391.0;0.5;1;[];[];0.0;0.0;0;;;304.1967501356724;;;
18;18;be;1039;383;1061;398;390.5;0.5;1;[np.float64(4649.0), np.float64(4650.0)];[np.float64(5.678473567962669), np.float64(8.231742107809364)];233.0;167.0;2;3.185;;328.68610006927037;;116.5;233.0
19;19;better;1070;383;1125;398;390.5;0.0;1;[];[];0.0;0.0;0;;;359.1506306063546;;;
20;20;than;1131;383;1172;398;390.5;0.0;1;[np.float64(4651.0)];[np.float64(17.298081970214866)];250.0;250.0;1;3.1794;3.13;419.3262048261567;3.15;250.0;250.0
21;21;|;1181;383;1184;398;390.5;0.0;1;[];[];0.0;0.0;0;;;468.8093911444089;;;
22;22;used;1194;383;1238;398;390.5;0.0;1;[np.float64(4652.0)];[np.float64(21.855025359562433)];350.0;350.0;1;3.1198;3.0998;481.6925033771286;3.11;350.0;350.0
23;23;to;1246;384;1264;398;391.0;0.5;1;[np.float64(4653.0)];[np.float64(20.915438175201416)];108.0;108.0;1;3.0961;3.0826;533.2816874296922;3.09;108.0;108.0
24;24;"be.""";680;465;716;481;473.0;82.0;2;[np.float64(4655.0)];[np.float64(3.458007730322575)];433.0;433.0;1;3.0967;3.1298;3.458007730322575;3.11;433.0;433.0
25;25;-;724;474;730;476;475.0;2.0;2;[];[];0.0;0.0;0;;;14.495957466868912;;;
26;26;Wayne;737;465;803;485;475.0;0.0;2;[np.float64(4654.0)];[np.float64(15.509055069514659)];109.0;109.0;1;3.1133;3.1832;20.76114325854945;3.15;109.0;542.0
27;27;Dyer;812;465;857;485;475.0;0.0;2;[];[];0.0;0.0;0;;;95.5389649636585;;;
