text;attention
The;0.02482449
main;0.015215833
element;0.016626216
of;0.015485306
this;0.014648754
image;0.030233897
is;0.019516857
a;0.016216295
man;0.031932324
and;0.018541707
a;0.015335222
young;0.016554477
boy;0.0372937
sitting;0.023089385
at;0.014395902
a;0.013087537
table,;0.029368052
enjoying;0.021689652
breakfast;0.037865423
together.;0.0498087
They;0.016435158
are;0.014801188
both;0.014784917
eating;0.018356113
doughnuts;0.03855071
with;0.016237441
sprinkles;0.019824224
on;0.012799785
them;0.014028182
while;0.0159729
they;0.013094954
enjoy;0.014570437
their;0.012589997
meal.;0.021793485
This;0.014367025
scene;0.01463481
suggests;0.016657323
that;0.015195697
they;0.014569838
might;0.014385309
be;0.013473863
spending;0.013845144
time;0.013598379
as;0.012770255
family;0.016712558
members;0.014559242
or;0.014809497
friends;0.015798375
who;0.013465997
share;0.012801262
common;0.012434728
interests;0.012834756
such;0.012183781
as;0.012466174
food.;0.012866725
