text;attention
The;3.491506e-05
quote;5.5771612e-05
in;2.9139539e-05
the;3.0192674e-05
image;4.378666e-05
reads:;6.739007e-05
"""Forgive";0.00013574162
yourself;3.0697283e-05
for;3.577555e-05
not;2.9063216e-05
knowing;3.356923e-05
what;3.3293698e-05
you;3.018476e-05
didn't;3.7919683e-05
know;3.544684e-05
before;3.5608624e-05
you;2.9906103e-05
lived;3.527445e-05
through;4.4352513e-05
it.;0.0021427267
Honor;4.5710607e-05
your;2.8273058e-05
path.;4.4878925e-05
Trust;4.2620704e-05
your;2.9624824e-05
journey.;0.006385514
Learn,;7.890503e-05
grow,;4.5715227e-05
evolve,;5.899224e-05
"become.""";6.2917454e-05
It;3.4463596e-05
is;3.258488e-05
attributed;3.7583704e-05
to;3.4010405e-05
someone;3.5839406e-05
named;3.888925e-05
Cinda;4.32828e-05
Crawford.;0.98996943
