;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(4264.0)];[np.float64(12.527761899507937)];217.0;217.0;1;3.4927;3.1576;562.8786519368491;3.33;217.0;217.0
1;1;could;477;770;526;786;778.0;0.0;1;[np.float64(4265.0), np.float64(4279.0), np.float64(4283.0)];[np.float64(0.0), np.float64(27.151099613734686), np.float64(2.387911987304733)];450.0;83.0;3;3.4643;3.1263;505.8786519368491;3.3;150.0;83.0
2;2;be;535;770;556;786;778.0;0.0;1;[np.float64(4280.0)];[np.float64(0.0)];100.0;100.0;1;3.461;3.1039;475.8786519368491;3.28;100.0;100.0
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;456.8786519368491;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(4266.0), np.float64(4281.0), np.float64(4285.0)];[np.float64(0.0), np.float64(0.0), np.float64(1.5591278076171875)];391.0;74.0;3;3.4454;3.0921;385.8786519368491;3.27;130.3333;74.0
5;5;the;655;770;684;786;778.0;2.0;1;[];[];0.0;0.0;0;;;347.8786519368491;;;
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(4267.0), np.float64(4282.0), np.float64(4284.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];384.0;67.0;3;3.4572;3.0498;276.8786519368491;3.25;128.0;67.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;253.8786519368491;;;
8;8;the;786;770;815;786;778.0;0.0;1;[];[];0.0;0.0;0;;;216.8786519368491;;;
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(4269.0)];[np.float64(0.0)];150.0;150.0;1;3.4513;3.0138;151.8786519368491;3.23;150.0;150.0
10;10;are;888;774;917;786;780.0;0.0;1;[np.float64(4268.0), np.float64(4286.0)];[np.float64(0.23041534423828125), np.float64(0.0)];300.0;150.0;2;3.4882;3.0397;114.87865193684911;3.26;150.0;300.0
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(4270.0)];[np.float64(0.0)];233.0;233.0;1;3.4289;3.0124;40.87865193684911;3.22;233.0;233.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[];[];0.0;0.0;0;;;4.87865193684911;;;
13;13;at;1036;771;1053;786;778.5;0.5;1;[np.float64(4287.0)];[np.float64(4.12134806315089)];150.0;150.0;1;3.4887;3.0676;4.12134806315089;3.28;150.0;150.0
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(4271.0), np.float64(4272.0)];[np.float64(0.0), np.float64(0.0)];583.0;166.0;2;3.3803;2.9873;28.12134806315089;3.18;291.5;1984.0
