;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Why;500;770;541;790;780.0;;1;[np.float64(3859.0), np.float64(3860.0)];[np.float64(0.0), np.float64(0.0)];350.0;200.0;2;3.2752;3.0182;480.68726348876953;3.15;175.0;350.0
1;1;is;549;770;562;786;778.0;2.0;1;[];[];0.0;0.0;0;;;459.68726348876953;;;
2;2;the;570;770;599;786;778.0;0.0;1;[];[];0.0;0.0;0;;;422.68726348876953;;;
3;3;quote;607;771;660;790;780.5;2.5;1;[np.float64(3861.0)];[np.float64(0.0)];150.0;150.0;1;3.2627;2.9752;361.68726348876953;3.12;150.0;150.0
4;4;"""Little";668;770;720;786;778.0;2.5;1;[];[];0.0;0.0;0;;;301.68726348876953;;;
5;5;things;728;770;785;790;780.0;2.0;1;[np.float64(3862.0)];[np.float64(2.7077728993371775)];150.0;150.0;1;3.2847;2.9572;236.68726348876953;3.12;150.0;150.0
6;6;can;793;774;825;786;780.0;0.0;1;[];[];0.0;0.0;0;;;196.68726348876953;;;
7;7;grow;834;774;879;790;782.0;2.0;1;[];[];0.0;0.0;0;;;142.68726348876953;;;
8;8;"big""";887;770;921;790;780.0;2.0;1;[np.float64(3863.0)];[np.float64(0.6559717871925841)];184.0;184.0;1;3.344;2.9781;100.68726348876953;3.16;184.0;184.0
9;9;significant?;930;770;1035;790;780.0;0.0;1;[np.float64(3864.0), np.float64(3865.0), np.float64(3879.0), np.float64(3880.0)];[np.float64(0.0), np.float64(0.0), np.float64(57.61932682991028), np.float64(0.0)];733.0;150.0;4;3.3465;2.9968;0.0;3.17;183.25;733.0
