;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[];[];0.0;0.0;0;;;546.1212499644871;;;
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;524.1213386022731;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;488.12150088039186;;;
3;3;full;588;770;615;786;778.0;0.0;1;[np.float64(4572.0)];[np.float64(10.730297949734904)];92.0;92.0;1;3.3501;3.0773;453.12168337189956;3.21;92.0;92.0
4;4;name;624;774;675;786;780.0;2.0;1;[];[];0.0;0.0;0;;;393.12207181433735;;;
5;5;of;683;770;701;786;778.0;2.0;1;[];[];0.0;0.0;0;;;367.122279570149;;;
6;6;the;708;770;736;786;778.0;0.0;1;[np.float64(4603.0)];[np.float64(47.696532151278234)];109.0;109.0;1;3.3138;2.9162;332.1226106076492;3.12;109.0;109.0
7;7;institute;745;770;818;786;778.0;0.0;1;[np.float64(4573.0), np.float64(4576.0), np.float64(4621.0)];[np.float64(0.19530539419133675), np.float64(2.438809059520622), np.float64(51.89245547967789)];526.0;142.0;3;3.3352;3.0043;250.1237489686214;3.17;175.3333;142.0
8;8;mentioned;827;770;925;786;778.0;0.0;1;[np.float64(4574.0), np.float64(4575.0)];[np.float64(0.0), np.float64(0.0)];316.0;166.0;2;3.3755;3.0326;143.1271958963464;3.2;158.0;500.0
9;9;in;934;770;948;786;778.0;0.0;1;[np.float64(4577.0)];[np.float64(2.46504390940936)];200.0;200.0;1;3.3446;3.0028;120.12873862671702;3.17;200.0;200.0
10;10;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;83.13301155957306;;;
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(4578.0), np.float64(4631.0)];[np.float64(0.0), np.float64(6.119138284891733)];450.0;217.0;2;3.4754;3.099;6.119138284891733;3.29;225.0;759.0
