;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;259;261;296;276;268.5;;1;[];[];0.0;0.0;0;;;651.787376131405;;;
1;1;bedroom;304;261;387;276;268.5;0.0;1;[np.float64(921.0)];[np.float64(0.0)];217.0;217.0;1;3.6719;3.4836;561.4193258039537;3.58;217.0;217.0
2;2;in;395;261;410;276;268.5;0.0;1;[];[];0.0;0.0;0;;;538.6127392804766;;;
3;3;the;418;261;447;276;268.5;0.0;1;[];[];0.0;0.0;0;;;501.9609190410787;;;
4;4;image;455;261;512;280;270.5;2.0;1;[np.float64(922.0)];[np.float64(0.0)];167.0;167.0;1;3.6082;3.4103;437.0819714585383;3.51;167.0;167.0
5;5;has;520;261;553;276;268.5;2.0;1;[];[];0.0;0.0;0;;;397.31588964081;;;
6;6;a;561;265;571;276;270.5;2.0;1;[];[];0.0;0.0;0;;;379.6206627919347;;;
7;7;modern;580;261;650;276;268.5;2.0;1;[np.float64(923.0)];[np.float64(7.325004881078485)];183.0;183.0;1;3.5139;3.3598;302.38403123976707;3.44;183.0;183.0
8;8;and;659;261;693;276;268.5;0.0;1;[];[];0.0;0.0;0;;;260.78821707277723;;;
9;9;stylish;701;261;761;280;270.5;2.0;1;[np.float64(924.0), np.float64(925.0)];[np.float64(1.7430129051208496), np.float64(2.611071177891347)];267.0;150.0;2;3.5048;3.3235;194.83335170456832;3.41;133.5;267.0
10;10;appearance,;769;265;887;280;272.5;2.0;1;[np.float64(926.0)];[np.float64(0.2346555709838185)];250.0;250.0;1;3.5349;3.3466;88.02019733602471;3.44;250.0;250.0
11;11;featuring;896;261;979;280;270.5;2.0;1;[np.float64(927.0)];[np.float64(0.0)];300.0;300.0;1;3.5628;3.317;67.16392505168909;3.44;300.0;300.0
12;12;a;987;265;998;276;270.5;0.0;1;[];[];0.0;0.0;0;;;83.20281227308548;;;
13;13;large;1006;261;1052;280;270.5;0.0;1;[np.float64(928.0)];[np.float64(0.4617299576984277)];166.0;166.0;1;3.5877;3.2969;91.47975973712964;3.44;166.0;166.0
14;14;bed;1061;261;1094;276;268.5;2.0;1;[];[];0.0;0.0;0;;;137.03601945781156;;;
15;15;with;1102;261;1140;276;268.5;0.0;1;[np.float64(929.0)];[np.float64(0.0)];183.0;183.0;1;3.5536;3.2515;173.38634783458005;3.4;183.0;183.0
16;16;white;1148;261;1198;276;268.5;0.0;1;[np.float64(930.0)];[np.float64(0.0)];108.0;108.0;1;3.5424;3.2285;216.1593686924521;3.39;108.0;108.0
17;17;pillows;1206;261;1270;280;270.5;2.0;1;[];[];0.0;0.0;0;;;270.5775846275724;;;
18;18;and;295;342;329;358;350.0;79.5;2;[];[];0.0;0.0;0;;;614.8907928466797;;;
19;19;a;338;346;348;358;352.0;2.0;2;[];[];0.0;0.0;0;;;595.8907928466797;;;
20;20;white;356;342;406;358;350.0;2.0;2;[np.float64(932.0)];[np.float64(0.0)];217.0;217.0;1;3.5091;3.2967;537.8907928466797;3.4;217.0;217.0
21;21;comforter.;414;342;510;358;350.0;0.0;2;[np.float64(931.0), np.float64(933.0), np.float64(934.0)];[np.float64(0.0), np.float64(0.0), np.float64(4.459023475646973)];442.0;75.0;3;3.4236;3.2336;433.8907928466797;3.33;147.3333;659.0
22;22;The;518;342;555;358;350.0;0.0;2;[];[];0.0;0.0;0;;;388.8907928466797;;;
23;23;room;563;346;610;358;352.0;2.0;2;[np.float64(935.0)];[np.float64(4.99208917635056)];283.0;283.0;1;3.3938;3.1679;333.8907928466797;3.28;283.0;283.0
24;24;is;618;342;632;358;350.0;2.0;2;[];[];0.0;0.0;0;;;311.8907928466797;;;
25;25;dimly;640;342;689;362;352.0;2.0;2;[np.float64(936.0), np.float64(937.0)];[np.float64(0.0), np.float64(0.0)];383.0;266.0;2;3.4128;3.2019;254.8907928466797;3.31;191.5;383.0
26;26;lit,;698;342;717;360;351.0;1.0;2;[];[];0.0;0.0;0;;;226.8907928466797;;;
27;27;creating;726;342;802;362;352.0;1.0;2;[np.float64(938.0), np.float64(939.0)];[np.float64(0.0), np.float64(1.313990116119328)];258.0;100.0;2;3.4454;3.2206;141.8907928466797;3.33;129.0;258.0
28;28;a;810;346;820;358;352.0;0.0;2;[];[];0.0;0.0;0;;;123.89079284667969;;;
29;29;cozy;828;346;872;362;354.0;2.0;2;[];[];0.0;0.0;0;;;71.89079284667969;;;
30;30;and;880;342;914;358;350.0;4.0;2;[np.float64(940.0)];[np.float64(4.193698798908883)];276.0;276.0;1;3.424;3.1764;29.890792846679688;3.3;276.0;276.0
