;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;496;770;533;786;778.0;;1;[np.float64(556.0), np.float64(593.0)];[np.float64(39.33903572776103), np.float64(13.47708979519939)];366.0;183.0;2;3.4294;3.2108;467.9728854284058;3.32;183.0;183.0
1;1;you;542;774;574;790;782.0;4.0;1;[np.float64(569.0)];[np.float64(52.37155307422984)];183.0;183.0;1;3.4134;3.176;427.43801379639854;3.29;183.0;183.0
2;2;find;582;770;615;786;778.0;4.0;1;[np.float64(594.0)];[np.float64(17.885040283203125)];117.0;117.0;1;3.4963;3.1804;386.24443739306616;3.34;117.0;117.0
3;3;the;624;770;652;786;778.0;0.0;1;[np.float64(568.0)];[np.float64(36.619038581848145)];100.0;100.0;1;3.4666;3.2209;349.408630878823;3.34;100.0;283.0
4;4;flock;660;770;703;786;778.0;0.0;1;[np.float64(557.0), np.float64(558.0), np.float64(570.0), np.float64(595.0)];[np.float64(30.812229394468705), np.float64(4.151939153671265), np.float64(81.76879596710205), np.float64(19.574188232421875)];532.0;191.0;4;3.4069;3.1436;298.70148711609636;3.28;133.0;257.0
5;5;of;711;770;729;786;778.0;0.0;1;[];[];0.0;0.0;0;;;272.8927952463378;;;
6;6;birds;737;770;781;786;778.0;0.0;1;[np.float64(559.0), np.float64(596.0), np.float64(597.0)];[np.float64(38.96675968170166), np.float64(38.75065517425537), np.float64(38.18027133941655)];368.0;142.0;3;3.4625;3.1342;221.40974748493807;3.3;122.6667;142.0
7;7;flying;788;770;837;790;780.0;2.0;1;[np.float64(560.0), np.float64(598.0)];[np.float64(30.59161195755007), np.float64(38.342486041665055)];384.0;167.0;2;3.4798;3.158;166.32654902405176;3.32;192.0;167.0
8;8;over;846;774;886;786;780.0;0.0;1;[np.float64(561.0)];[np.float64(35.680812055414435)];184.0;184.0;1;3.4363;3.1654;120.05851549189013;3.3;184.0;184.0
9;9;the;893;770;922;786;778.0;2.0;1;[np.float64(562.0)];[np.float64(22.055545926094055)];141.0;141.0;1;3.3983;3.1347;85.03822296379512;3.27;141.0;141.0
10;10;cloudy;930;770;990;790;780.0;2.0;1;[np.float64(599.0)];[np.float64(41.62224128029561)];183.0;183.0;1;3.5032;3.0988;35.90378989065092;3.3;183.0;183.0
11;11;sky?;999;770;1039;790;780.0;0.0;1;[np.float64(563.0), np.float64(564.0), np.float64(567.0), np.float64(600.0)];[np.float64(47.5387130464826), np.float64(49.271350669860794), np.float64(82.12179382030774), np.float64(34.5702726966457)];725.0;108.0;4;3.5279;3.1983;34.5702726966457;3.36;181.25;2209.0
