;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[np.float64(840.0)];[np.float64(0.0)];217.0;217.0;1;3.6345;3.3806;635.4072857851676;3.51;217.0;217.0
1;1;the;480;770;509;786;778.0;0.0;1;[];[];0.0;0.0;0;;;598.4415174544092;;;
2;2;overall;518;770;579;786;778.0;0.0;1;[];[];0.0;0.0;0;;;528.5193855143282;;;
3;3;appearance;587;774;699;790;782.0;4.0;1;[np.float64(841.0)];[np.float64(27.013713598251343)];192.0;192.0;1;3.5015;3.244;408.9939166702995;3.37;192.0;192.0
4;4;and;707;770;741;786;778.0;4.0;1;[];[];0.0;0.0;0;;;366.81352621155304;;;
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(842.0), np.float64(843.0)];[np.float64(19.217718791961715), np.float64(13.604411261422342)];282.0;166.0;2;3.4789;3.1629;247.27978188335598;3.32;141.0;282.0
6;6;of;870;770;887;786;778.0;2.0;1;[];[];0.0;0.0;0;;;221.44728828819322;;;
7;7;the;894;770;923;786;778.0;0.0;1;[];[];0.0;0.0;0;;;185.7563989346049;;;
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(844.0)];[np.float64(12.974542140960693)];200.0;200.0;1;3.5233;3.1634;96.56644402612781;3.34;200.0;200.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;74.71820986782386;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[];[];0.0;0.0;0;;;42.22134377438123;;;
11;11;image.;1083;770;1144;790;780.0;2.0;1;[np.float64(845.0), np.float64(861.0)];[np.float64(15.317301818302667), np.float64(26.519436542804442)];450.0;233.0;2;3.712;3.3257;26.519436542804442;3.52;225.0;450.0
