;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[np.float64(2024.0), np.float64(2061.0)];[np.float64(12.598601579666138), np.float64(12.525820472023725)];384.0;200.0;2;3.4242;3.1038;514.6876681604256;3.26;192.0;200.0
1;1;is;530;770;543;786;778.0;0.0;1;[];[];0.0;0.0;0;;;493.6940549969264;;;
2;2;the;551;770;580;786;778.0;0.0;1;[np.float64(2060.0), np.float64(2062.0)];[np.float64(9.150738267337601), np.float64(10.696248054504395)];468.0;284.0;2;3.362;3.0209;456.70673686693243;3.19;234.0;652.0
3;3;title;588;770;620;786;778.0;0.0;1;[np.float64(2025.0), np.float64(2026.0)];[np.float64(5.373241684256903), np.float64(7.752458312294721)];433.0;250.0;2;3.4525;3.1388;416.72297985981646;3.3;216.5;433.0
4;4;of;629;770;646;786;778.0;0.0;1;[];[];0.0;0.0;0;;;390.73532081395877;;;
5;5;the;653;770;682;786;778.0;0.0;1;[];[];0.0;0.0;0;;;354.7553939418405;;;
6;6;book;691;770;735;786;778.0;0.0;1;[np.float64(2063.0)];[np.float64(1.5241750276848403)];217.0;217.0;1;3.3889;2.9926;301.7936587614211;3.19;217.0;217.0
7;7;or;743;774;761;786;780.0;2.0;1;[];[];0.0;0.0;0;;;276.027012684293;;;
8;8;study;769;770;818;790;780.0;0.0;1;[np.float64(2029.0), np.float64(2064.0)];[np.float64(14.77669906616211), np.float64(0.0)];717.0;250.0;2;3.4552;3.0633;218.89080437305353;3.26;358.5;250.0
9;9;mentioned;827;770;925;786;778.0;2.0;1;[np.float64(2027.0), np.float64(2028.0), np.float64(2043.0), np.float64(2065.0)];[np.float64(18.315896606445335), np.float64(25.237503832036737), np.float64(10.207515239715576), np.float64(0.0)];559.0;76.0;4;3.4249;3.0163;112.22813852025617;3.22;139.75;509.0
10;10;in;934;770;948;786;778.0;0.0;1;[np.float64(2030.0), np.float64(2066.0)];[np.float64(17.904625129699753), np.float64(4.780412912368774)];150.0;84.0;2;3.4746;3.0559;89.40597955838204;3.27;75.0;84.0
11;11;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;53.01558960463497;;;
12;12;image?;994;770;1062;790;780.0;2.0;1;[np.float64(2031.0), np.float64(2042.0), np.float64(2067.0)];[np.float64(8.643328189849854), np.float64(25.05120539665222), np.float64(12.431284308433533)];574.0;233.0;3;3.3867;2.9896;12.431284308433533;3.19;191.3333;2276.0
