text;attention
The;0.0018380022
image;0.0016277347
shows;0.0012958411
a;0.0011854519
street;0.0014908563
scene;0.0011726711
with;0.0011559101
traffic;0.0013612098
signs;0.0013175783
in;0.013005972
the;0.26881826
foreground,;0.12807325
but;0.001199174
there;0.001237021
is;0.0012856672
no;0.0012686074
visible;0.0011524492
purple;0.0012659937
umbrella;0.001374631
near;0.0011158732
any;0.07483996
green;0.0012049746
leaves.;0.33418894
It;0.0011182834
might;0.0012635259
not;0.0012983163
be;0.0011744712
included;0.0011161132
in;0.06783579
the;0.06964803
frame;0.0013171657
of;0.0011507904
this;0.001259801
picture;0.0013336537
or;0.0011804947
it;0.0010845372
might;0.0012211642
be;0.0011787858
obscured;0.0011328653
from;0.0011633083
view.;0.0020467911
