;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;263;383;300;399;391.0;;1;[];[];0.0;0.0;0;;;509.99909574803;;;
1;1;prominent;308;383;402;402;392.5;1.5;1;[];[];0.0;0.0;0;;;409.05746911624146;;;
2;2;objects;410;383;478;402;392.5;0.0;1;[np.float64(2520.0)];[np.float64(11.268934428691864)];267.0;267.0;1;2.6851;3.0596;334.8005285957415;2.87;267.0;267.0
3;3;in;486;383;501;398;390.5;2.0;1;[];[];0.0;0.0;0;;;313.5256373233664;;;
4;4;the;509;383;538;398;390.5;0.0;1;[np.float64(2521.0)];[np.float64(17.468667302812833)];234.0;234.0;1;2.7157;3.0607;278.01045543783704;2.89;234.0;234.0
5;5;image;546;383;603;402;392.5;2.0;1;[np.float64(2522.0), np.float64(2524.0)];[np.float64(11.788909721374466), np.float64(13.824529981613125)];500.0;167.0;2;2.7151;3.0425;215.3292629773637;2.88;250.0;167.0
6;6;are;611;387;640;398;392.5;0.0;1;[np.float64(2523.0)];[np.float64(19.38294792175293)];133.0;133.0;1;2.718;3.0312;183.1732953533487;2.87;133.0;466.0
7;7;a;648;387;658;398;392.5;0.0;1;[];[];0.0;0.0;0;;;167.31437169975806;;;
8;8;train;666;383;707;398;390.5;2.0;1;[np.float64(2525.0)];[np.float64(19.452179169654812)];667.0;667.0;1;2.7383;3.049;127.06697295311785;2.89;667.0;667.0
9;9;and;715;383;749;399;391.0;0.5;1;[np.float64(2526.0)];[np.float64(4.241414487361908)];267.0;267.0;1;2.7187;3.055;98.2239606737038;2.89;267.0;267.0
10;10;a;751;379;761;407;393.0;2.0;1;[];[];0.0;0.0;0;;;85.09889476298993;;;
11;11;train;776;383;817;398;390.5;2.5;1;[np.float64(2527.0)];[np.float64(6.636258125305119)];200.0;200.0;1;2.7193;3.0791;82.78457031250002;2.9;200.0;200.0
12;12;station.;825;383;894;398;390.5;0.0;1;[np.float64(2528.0)];[np.float64(6.969289779663029)];308.0;308.0;1;2.7008;3.0681;85.55639367842372;2.88;308.0;308.0
13;13;The;902;383;939;399;391.0;0.5;1;[];[];0.0;0.0;0;;;128.10507658639693;;;
14;14;train;946;383;987;398;390.5;0.5;1;[];[];0.0;0.0;0;;;164.88900668073583;;;
15;15;is;996;383;1010;398;390.5;0.0;1;[];[];0.0;0.0;0;;;209.6389838334331;;;
16;16;traveling;1018;383;1098;402;392.5;2.0;1;[np.float64(2529.0)];[np.float64(1.9055814743041992)];592.0;592.0;1;2.6177;2.9261;228.6059477537242;2.77;592.0;592.0
17;17;down;1107;383;1157;399;391.0;1.5;1;[np.float64(2530.0)];[np.float64(11.363752841949406)];200.0;200.0;1;2.5783;2.8668;314.423915476035;2.72;200.0;200.0
18;18;the;1165;383;1194;398;390.5;0.5;1;[np.float64(2531.0), np.float64(2532.0)];[np.float64(7.504715715135831), np.float64(8.380044664655372)];934.0;234.0;2;2.6123;2.8912;370.9564743004619;2.75;467.0;934.0
19;19;tracks,;1202;383;1265;401;392.0;1.5;1;[np.float64(2533.0)];[np.float64(2.4008120536803403)];167.0;167.0;1;2.6842;2.935;406.5076708713929;2.81;167.0;167.0
20;20;and;529;465;563;481;473.0;81.0;2;[];[];0.0;0.0;0;;;240.39880981445322;;;
21;21;the;571;465;600;481;473.0;0.0;2;[];[];0.0;0.0;0;;;203.39880981445322;;;
22;22;train;608;465;648;481;473.0;0.0;2;[];[];0.0;0.0;0;;;155.39880981445322;;;
23;23;station;657;465;719;481;473.0;0.0;2;[np.float64(2534.0)];[np.float64(0.05617637634276207)];500.0;500.0;1;2.7032;3.0476;84.39880981445322;2.88;500.0;500.0
24;24;is;729;465;742;481;473.0;0.0;2;[];[];0.0;0.0;0;;;61.398809814453216;;;
25;25;situated;750;465;825;481;473.0;0.0;2;[np.float64(2535.0), np.float64(2536.0)];[np.float64(4.024496459960915), np.float64(0.0)];501.0;342.0;2;2.6275;2.9882;0.0;2.81;250.5;501.0
26;26;next;834;466;874;481;473.5;0.5;2;[];[];0.0;0.0;0;;;30.601190185546784;;;
27;27;to;881;466;898;481;473.5;0.0;2;[];[];0.0;0.0;0;;;77.60119018554678;;;
28;28;the;906;465;935;481;473.0;0.5;2;[];[];0.0;0.0;0;;;102.60119018554678;;;
29;29;tracks.;943;465;1006;481;473.0;0.0;2;[];[];0.0;0.0;0;;;139.60119018554678;;;
