;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;259;383;296;398;390.5;;1;[];[];0.0;0.0;0;;;61.998399646646035;;;
1;1;quote;303;384;356;402;393.0;2.5;1;[np.float64(4108.0), np.float64(4121.0)];[np.float64(18.54480392282659), np.float64(14.447927771972013)];383.0;183.0;2;3.3831;3.1446;14.447927771972013;3.26;191.5;183.0
2;2;written;364;383;427;398;390.5;2.5;1;[np.float64(4109.0)];[np.float64(0.0)];92.0;92.0;1;3.3795;3.1287;15.377723243730651;3.25;92.0;92.0
3;3;in;436;383;450;398;390.5;0.0;1;[];[];0.0;0.0;0;;;80.60366907727216;;;
4;4;the;458;383;488;398;390.5;0.0;1;[];[];0.0;0.0;0;;;102.36149190979924;;;
5;5;image;496;383;552;402;392.5;2.0;1;[];[];0.0;0.0;0;;;140.12143203610844;;;
6;6;is:;561;383;580;398;390.5;2.0;1;[];[];0.0;0.0;0;;;204.9166545620651;;;
7;7;"""forgive";589;383;661;402;392.5;2.0;1;[np.float64(4110.0), np.float64(4119.0), np.float64(4120.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0)];617.0;317.0;3;3.3323;3.137;232.86361952632996;3.23;205.6667;317.0
8;8;yourself;669;383;746;402;392.5;0.0;1;[];[];0.0;0.0;0;;;312.7643697126403;;;
9;9;for;752;383;777;398;390.5;2.0;1;[];[];0.0;0.0;0;;;395.7037905263778;;;
10;10;not;785;384;813;398;391.0;0.5;1;[np.float64(4111.0)];[np.float64(0.0)];250.0;250.0;1;3.2817;3.0771;428.7187329519125;3.18;250.0;250.0
11;11;knowing;822;383;899;402;392.5;1.5;1;[np.float64(4112.0)];[np.float64(0.0)];167.0;167.0;1;3.272;3.0313;465.6694802023535;3.15;167.0;167.0
12;12;what;907;383;953;399;391.0;1.5;1;[];[];0.0;0.0;0;;;550.6395425400354;;;
13;13;you;960;387;993;402;394.5;3.5;1;[np.float64(4113.0)];[np.float64(3.7641034126282307)];150.0;150.0;1;3.3009;3.0428;603.7274383398872;3.17;150.0;150.0
14;14;didn't;1002;383;1052;398;390.5;4.0;1;[np.float64(4114.0)];[np.float64(0.41284322738653145)];133.0;133.0;1;3.3166;3.0514;645.6154099255408;3.18;133.0;133.0
15;15;know;1060;383;1109;399;391.0;0.5;1;[];[];0.0;0.0;0;;;703.6038797781636;;;
16;16;before;1118;383;1177;399;391.0;0.0;1;[np.float64(4115.0)];[np.float64(0.0)];217.0;217.0;1;3.3663;3.0736;761.5941056392471;3.22;217.0;217.0
17;17;you;1185;387;1218;402;394.5;3.5;1;[];[];0.0;0.0;0;;;828.6590437153177;;;
18;18;lived;1227;383;1269;398;390.5;4.0;1;[np.float64(4116.0)];[np.float64(2.01648966471339)];150.0;150.0;1;3.393;3.0602;870.5792602974566;3.23;150.0;150.0
19;19;through;716;465;787;485;475.0;84.5;2;[np.float64(4117.0), np.float64(4118.0)];[np.float64(2.6081857681274414), np.float64(0.0)];584.0;167.0;2;3.2919;3.0478;371.928957991875;3.17;292.0;1084.0
20;20;"it.""";797;465;820;481;473.0;2.0;2;[];[];0.0;0.0;0;;;450.6963351598826;;;
