;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;568;770;617;786;778.0;;1;[np.float64(3491.0), np.float64(3492.0)];[np.float64(12.146608663696634), np.float64(0.0)];367.0;200.0;2;3.1409;2.8292;276.5932115827288;2.99;183.5;367.0
1;1;is;625;770;638;786;778.0;0.0;1;[];[];0.0;0.0;0;;;255.59321158272883;;;
2;2;the;646;770;675;786;778.0;0.0;1;[];[];0.0;0.0;0;;;218.59321158272883;;;
3;3;size;683;770;719;786;778.0;0.0;1;[np.float64(3484.0)];[np.float64(2.9579704978929113)];133.0;133.0;1;3.1348;2.808;174.59321158272883;2.97;133.0;133.0
4;4;of;727;770;745;786;778.0;0.0;1;[];[];0.0;0.0;0;;;148.59321158272883;;;
5;5;the;752;770;780;786;778.0;0.0;1;[np.float64(3493.0)];[np.float64(0.0)];100.0;100.0;1;3.2007;2.8599;113.59321158272883;3.03;100.0;100.0
6;6;bowl;789;770;831;786;778.0;0.0;1;[np.float64(3485.0), np.float64(3494.0)];[np.float64(0.30123138427734375), np.float64(4.23824376216171)];233.0;133.0;2;3.1589;2.8182;62.59321158272883;2.99;116.5;133.0
7;7;in;840;770;854;786;778.0;0.0;1;[];[];0.0;0.0;0;;;39.59321158272883;;;
8;8;the;862;770;891;786;778.0;0.0;1;[np.float64(3503.0)];[np.float64(2.593211582728827)];350.0;350.0;1;3.1545;2.8184;2.593211582728827;2.99;350.0;350.0
9;9;image?;900;770;967;790;780.0;2.0;2;[np.float64(3486.0), np.float64(3495.0)];[np.float64(0.3379447937011264), np.float64(0.0)];267.0;167.0;2;3.1852;2.8446;6.406788417271173;3.01;133.5;1184.0
