;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;No,;249;179;280;197;188.0;;1;[];[];0.0;0.0;0;;;907.2108558294202;;;
1;1;there;289;179;337;194;186.5;1.5;1;[np.float64(646.0)];[np.float64(27.35795283317566)];200.0;200.0;1;3.5306;3.3365;860.2450302260343;3.43;200.0;200.0
2;2;are;345;183;375;194;188.5;2.0;1;[np.float64(647.0)];[np.float64(25.35648564418867)];117.0;117.0;1;3.5025;3.3052;828.5163299814953;3.4;117.0;117.0
3;3;no;383;183;405;194;188.5;0.0;1;[np.float64(645.0)];[np.float64(30.85052717549238)];184.0;184.0;1;3.5931;3.3912;803.8517088675179;3.49;184.0;501.0
4;4;birds;414;179;458;194;186.5;2.0;1;[];[];0.0;0.0;0;;;761.214488346258;;;
5;5;in;467;179;482;194;186.5;0.0;1;[np.float64(648.0)];[np.float64(34.995706295967125)];167.0;167.0;1;3.5796;3.3489;742.3463517192184;3.46;167.0;167.0
6;6;the;490;179;519;194;186.5;0.0;1;[];[];0.0;0.0;0;;;713.8620041026661;;;
7;7;image.;527;179;589;198;188.5;2.0;1;[np.float64(649.0)];[np.float64(30.163860212672773)];184.0;184.0;1;3.6382;3.4592;659.4805001049713;3.55;184.0;184.0
8;8;The;598;179;634;194;186.5;2.0;1;[];[];0.0;0.0;0;;;630.9970633691531;;;
9;9;image;642;179;699;198;188.5;2.0;1;[np.float64(650.0)];[np.float64(45.07836969082166)];217.0;217.0;1;3.6957;3.4921;585.8055590072979;3.59;217.0;217.0
10;10;features;706;179;784;194;186.5;2.0;1;[np.float64(651.0)];[np.float64(45.09751076698302)];167.0;167.0;1;3.7316;3.5037;540.8776183173125;3.62;167.0;167.0
11;11;a;792;183;802;194;188.5;2.0;1;[];[];0.0;0.0;0;;;531.8830270637915;;;
12;12;man;811;183;850;194;188.5;0.0;1;[np.float64(653.0)];[np.float64(32.99613878726956)];167.0;167.0;1;3.6575;3.4068;510.2320763767192;3.53;167.0;167.0
13;13;on;859;183;881;194;188.5;0.0;1;[np.float64(652.0)];[np.float64(35.2914542501623)];183.0;183.0;1;3.7056;3.436;498.21077326137276;3.57;183.0;350.0
14;14;a;884;175;893;202;188.5;0.0;1;[];[];0.0;0.0;0;;;486.4859025717683;;;
15;15;surfboard,;908;179;1003;197;188.0;0.5;1;[np.float64(654.0), np.float64(655.0), np.float64(656.0)];[np.float64(27.505772783206027), np.float64(25.460525989532414), np.float64(24.624426221847557)];816.0;433.0;3;3.6743;3.4073;465.18020410633915;3.54;272.0;816.0
16;16;which;1012;179;1066;194;186.5;1.5;1;[];[];0.0;0.0;0;;;464.546594619751;;;
17;17;is;1075;179;1089;194;186.5;0.0;1;[np.float64(657.0)];[np.float64(30.527346124330354)];217.0;217.0;1;3.6899;3.3932;464.7566328605416;3.54;217.0;217.0
18;18;placed;1098;179;1159;198;188.5;2.0;1;[np.float64(658.0)];[np.float64(22.00967288017273)];150.0;150.0;1;3.67;3.3465;462.0281610970421;3.51;150.0;150.0
19;19;on;1167;183;1190;194;188.5;0.0;1;[];[];0.0;0.0;0;;;476.48021391353114;;;
20;20;a;1198;183;1208;194;188.5;0.0;1;[];[];0.0;0.0;0;;;484.31869371425375;;;
21;21;pole;1217;179;1256;198;188.5;0.0;1;[np.float64(659.0), np.float64(660.0)];[np.float64(11.942036606118725), np.float64(0.8330230712890625)];283.0;91.0;2;3.6324;3.2924;486.2408074532935;3.46;141.5;283.0
22;22;or;1263;183;1282;194;188.5;0.0;1;[];[];0.0;0.0;0;;;506.55288847404364;;;
23;23;a;254;265;264;276;270.5;82.0;2;[];[];0.0;0.0;0;;;884.0798055359272;;;
24;24;stick,;272;261;321;279;270.0;0.5;2;[np.float64(662.0), np.float64(663.0)];[np.float64(2.012993739201306), np.float64(0.0)];384.0;217.0;2;3.3667;3.2371;831.6841458840294;3.3;192.0;384.0
25;25;and;330;261;364;276;268.5;1.5;2;[];[];0.0;0.0;0;;;795.1045876070971;;;
26;26;he;373;261;395;276;268.5;0.0;2;[];[];0.0;0.0;0;;;768.0732439447742;;;
27;27;is;403;261;417;276;268.5;0.0;2;[np.float64(661.0), np.float64(664.0)];[np.float64(13.573281015668641), np.float64(3.0806308584894007)];334.0;117.0;2;3.3879;3.2448;749.0762528961111;3.32;167.0;718.0
28;28;riding;426;261;476;280;270.5;2.0;2;[np.float64(665.0)];[np.float64(13.297325442819044)];283.0;283.0;1;3.4121;3.2072;696.818799599718;3.31;283.0;283.0
29;29;it;485;261;494;276;268.5;2.0;2;[];[];0.0;0.0;0;;;684.0056788612821;;;
30;30;in;502;261;517;276;268.5;0.0;2;[];[];0.0;0.0;0;;;665.0634821806768;;;
31;31;the;525;261;554;276;268.5;0.0;2;[];[];0.0;0.0;0;;;635.1537532920111;;;
32;32;air.;562;261;589;276;268.5;0.0;2;[np.float64(666.0), np.float64(667.0)];[np.float64(28.788569123035064), np.float64(34.41431093215937)];458.0;300.0;2;3.4543;3.238;607.5798394104448;3.35;229.0;458.0
33;33;The;598;261;635;276;268.5;0.0;2;[];[];0.0;0.0;0;;;572.5754050687385;;;
34;34;sky;643;261;675;280;270.5;2.0;2;[np.float64(668.0)];[np.float64(5.316921364177347)];175.0;175.0;1;3.4276;3.2172;540.6624666126136;3.32;175.0;175.0
35;35;in;683;261;698;276;268.5;2.0;2;[];[];0.0;0.0;0;;;527.3821595166047;;;
36;36;the;706;261;735;276;268.5;0.0;2;[];[];0.0;0.0;0;;;502.6298808935247;;;
37;37;image;743;261;800;280;270.5;2.0;2;[np.float64(669.0)];[np.float64(11.123640683995305)];233.0;233.0;1;3.4291;3.1634;459.8191559193643;3.3;233.0;233.0
38;38;is;808;261;822;276;268.5;2.0;2;[];[];0.0;0.0;0;;;451.0839761024377;;;
39;39;blue;830;261;869;276;268.5;0.0;2;[np.float64(670.0)];[np.float64(0.09606242179870605)];200.0;200.0;1;3.3915;3.1554;428.03858325478876;3.27;200.0;200.0
40;40;and;877;261;911;276;268.5;0.0;2;[];[];0.0;0.0;0;;;410.91433885820834;;;
41;41;cloudy,;920;261;986;280;270.5;2.0;2;[np.float64(671.0)];[np.float64(7.127848120296676)];283.0;283.0;1;3.4486;3.1411;385.91044703451234;3.29;283.0;283.0
42;42;but;996;261;1025;276;268.5;2.0;2;[];[];0.0;0.0;0;;;384.23948903193775;;;
43;43;there;1032;261;1080;276;268.5;0.0;2;[np.float64(672.0)];[np.float64(17.841365432739224)];166.0;166.0;1;3.5142;3.1609;382.546594619751;3.34;166.0;166.0
44;44;are;1088;265;1118;276;270.5;2.0;2;[np.float64(673.0)];[np.float64(19.701031923198357)];166.0;166.0;1;3.5417;3.1572;383.4961963543996;3.35;166.0;166.0
45;45;no;1126;265;1149;276;270.5;0.0;2;[];[];0.0;0.0;0;;;388.0246508093366;;;
46;46;birds;1157;261;1202;276;268.5;2.0;2;[np.float64(674.0)];[np.float64(0.0)];183.0;183.0;1;3.5143;3.1629;394.4012328399904;3.34;183.0;183.0
47;47;visible.;1210;261;1274;276;268.5;0.0;2;[np.float64(675.0)];[np.float64(1.1685892173222214)];233.0;233.0;1;3.5306;3.1626;410.52924364134043;3.35;233.0;233.0
48;48;The;256;342;292;358;350.0;81.5;3;[];[];0.0;0.0;0;;;825.671749418907;;;
49;49;focus;300;342;351;358;350.0;0.0;3;[np.float64(677.0)];[np.float64(18.78225500583642)];333.0;333.0;1;3.3809;3.1834;771.0184286825767;3.28;333.0;333.0
50;50;of;359;342;378;358;350.0;0.0;3;[];[];0.0;0.0;0;;;746.2284181743885;;;
51;51;the;384;342;413;358;350.0;0.0;3;[];[];0.0;0.0;0;;;714.3317317802304;;;
52;52;image;422;342;478;362;352.0;2.0;3;[np.float64(676.0), np.float64(678.0)];[np.float64(9.75636587142941), np.float64(19.436422586440983)];292.0;84.0;2;3.35;3.1584;654.1121325976922;3.25;146.0;625.0
53;53;is;486;342;500;358;350.0;2.0;3;[];[];0.0;0.0;0;;;636.4603517560923;;;
54;54;on;508;346;530;358;352.0;2.0;3;[];[];0.0;0.0;0;;;610.1803341314037;;;
55;55;the;538;342;568;358;350.0;2.0;3;[np.float64(679.0)];[np.float64(1.125378131866455)];142.0;142.0;1;3.2897;3.0819;577.4130559470636;3.19;142.0;142.0
56;56;man;576;346;615;358;352.0;2.0;3;[];[];0.0;0.0;0;;;537.8383701787267;;;
57;57;and;623;342;657;358;350.0;2.0;3;[np.float64(680.0)];[np.float64(3.6041424057700056)];183.0;183.0;1;3.2992;3.073;503.55503925690266;3.19;183.0;183.0
58;58;his;666;342;692;358;350.0;0.0;3;[];[];0.0;0.0;0;;;475.9313485137472;;;
59;59;surfboard,;701;342;796;360;351.0;1.0;3;[np.float64(681.0), np.float64(682.0)];[np.float64(2.6064503052655255), np.float64(4.757676601409912)];433.0;283.0;2;3.2305;3.0284;399.21226547306895;3.13;216.5;433.0
60;60;showcasing;805;342;918;362;352.0;1.0;3;[np.float64(683.0)];[np.float64(10.09621334075922)];350.0;350.0;1;3.2754;3.0656;329.2372606375225;3.17;350.0;350.0
61;61;his;926;342;952;358;350.0;2.0;3;[];[];0.0;0.0;0;;;319.7117067912543;;;
62;62;skill;961;342;995;358;350.0;0.0;3;[np.float64(684.0)];[np.float64(9.25029941967557)];234.0;234.0;1;3.3473;3.1006;307.714287303438;3.22;234.0;234.0
63;63;and;1003;342;1037;358;350.0;0.0;3;[];[];0.0;0.0;0;;;301.5056346657132;;;
64;64;balance;1046;342;1120;358;350.0;0.0;3;[np.float64(685.0), np.float64(737.0)];[np.float64(4.796911826500548), np.float64(7.471224278211594)];484.0;217.0;2;3.4499;3.1714;300.546594619751;3.31;242.0;217.0
65;65;as;1128;346;1150;358;352.0;2.0;3;[];[];0.0;0.0;0;;;307.91780099828037;;;
66;66;he;1158;342;1180;358;350.0;2.0;3;[np.float64(686.0), np.float64(687.0)];[np.float64(0.0), np.float64(3.520659732818615)];183.0;100.0;2;3.4389;3.1127;315.80315542255;3.28;91.5;183.0
67;67;performs;1189;342;1272;362;352.0;2.0;3;[np.float64(738.0)];[np.float64(0.0)];200.0;200.0;1;3.5486;3.1682;322.9805923703126;3.36;200.0;200.0
68;68;his;262;425;288;440;432.5;80.5;4;[];[];0.0;0.0;0;;;803.3283439315102;;;
69;69;trick.;296;425;340;440;432.5;0.0;4;[np.float64(689.0)];[np.float64(0.0)];267.0;267.0;1;3.3546;3.1796;753.4224668510991;3.27;267.0;267.0
70;70;The;349;425;386;440;432.5;0.0;4;[np.float64(688.0)];[np.float64(7.038448639897618)];116.0;116.0;1;3.3486;3.2086;709.5257196096583;3.28;116.0;383.0
71;71;presence;394;429;482;444;436.5;4.0;4;[np.float64(690.0)];[np.float64(0.0)];233.0;233.0;1;3.329;3.1738;617.4988328741667;3.25;233.0;233.0
72;72;of;489;425;507;440;432.5;4.0;4;[];[];0.0;0.0;0;;;595.5759666300079;;;
73;73;a;514;429;524;440;434.5;2.0;4;[];[];0.0;0.0;0;;;579.7954350306907;;;
74;74;surfboard;533;425;623;440;432.5;2.0;4;[np.float64(691.0), np.float64(692.0)];[np.float64(0.0), np.float64(1.9126091003417969)];317.0;183.0;2;3.3459;3.1405;489.52222332909724;3.24;158.5;317.0
75;75;and;631;425;665;440;432.5;0.0;4;[];[];0.0;0.0;0;;;452.3290530770429;;;
76;76;a;674;429;684;440;434.5;2.0;4;[];[];0.0;0.0;0;;;435.79062721252046;;;
77;77;man;693;429;731;440;434.5;0.0;4;[np.float64(693.0)];[np.float64(0.0)];183.0;183.0;1;3.4009;3.1563;395.8304511083807;3.28;183.0;183.0
78;78;riding;741;425;791;444;434.5;0.0;4;[];[];0.0;0.0;0;;;344.88533583518955;;;
79;79;it;800;425;809;440;432.5;2.0;4;[np.float64(694.0)];[np.float64(1.5535888671875)];183.0;183.0;1;3.4079;3.1821;333.58840524371215;3.3;183.0;183.0
80;80;on;817;429;839;440;434.5;2.0;4;[np.float64(700.0)];[np.float64(0.0)];333.0;333.0;1;3.4057;3.1793;311.5437126893524;3.29;333.0;333.0
81;81;a;847;429;857;440;434.5;0.0;4;[];[];0.0;0.0;0;;;298.9823429538931;;;
82;82;stick;866;425;909;440;432.5;2.0;4;[np.float64(695.0), np.float64(699.0)];[np.float64(0.0), np.float64(0.0)];433.0;216.0;2;3.4098;3.187;266.2243918022013;3.3;216.5;216.0
83;83;or;917;429;935;440;434.5;2.0;4;[];[];0.0;0.0;0;;;252.28142913535729;;;
84;84;pole;943;425;982;444;434.5;0.0;4;[np.float64(701.0)];[np.float64(0.0)];167.0;167.0;1;3.4246;3.1764;228.63906487737933;3.3;167.0;167.0
85;85;suggests;990;425;1076;444;434.5;0.0;4;[np.float64(696.0), np.float64(697.0), np.float64(698.0), np.float64(702.0)];[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)];816.0;183.0;4;3.4179;3.1554;214.54659461975098;3.29;204.0;1533.0
86;86;that;1084;425;1119;440;432.5;2.0;4;[];[];0.0;0.0;0;;;219.7504982381554;;;
87;87;this;1127;425;1160;440;432.5;0.0;4;[np.float64(703.0)];[np.float64(0.0)];183.0;183.0;1;3.4628;3.1723;228.2866369878083;3.32;183.0;183.0
88;88;could;1168;425;1218;440;432.5;0.0;4;[np.float64(704.0)];[np.float64(0.0)];100.0;100.0;1;3.4588;3.1412;243.3216219840337;3.3;100.0;100.0
89;89;be;1227;425;1249;440;432.5;0.0;4;[];[];0.0;0.0;0;;;274.4248372589701;;;
90;90;a;1257;429;1267;440;434.5;2.0;4;[];[];0.0;0.0;0;;;293.54258993855547;;;
91;91;creative;260;506;335;522;514.0;79.5;5;[np.float64(705.0), np.float64(706.0)];[np.float64(0.0), np.float64(0.0)];350.0;200.0;2;3.4104;3.195;738.7577829738823;3.3;175.0;350.0
92;92;or;343;510;362;522;516.0;2.0;5;[];[];0.0;0.0;0;;;712.240476684235;;;
93;93;artistic;369;506;432;522;514.0;2.0;5;[];[];0.0;0.0;0;;;643.6788317954635;;;
94;94;representation;440;506;577;526;516.0;2.0;5;[np.float64(707.0), np.float64(708.0)];[np.float64(5.114091873169002), np.float64(0.36418616771698)];275.0;142.0;2;3.376;3.108;501.84923993850714;3.24;137.5;275.0
95;95;of;585;506;603;522;514.0;2.0;5;[];[];0.0;0.0;0;;;477.9492913269583;;;
96;96;surfing,;610;506;679;526;516.0;2.0;5;[np.float64(709.0)];[np.float64(6.809163366045254)];233.0;233.0;1;3.2994;3.0174;404.3695665573936;3.16;233.0;233.0
97;97;or;688;510;707;522;516.0;0.0;5;[];[];0.0;0.0;0;;;379.4489370975321;;;
98;98;perhaps;714;506;790;526;516.0;0.0;5;[np.float64(710.0)];[np.float64(15.045570850372314)];300.0;300.0;1;3.2282;2.9813;301.7040127836192;3.1;300.0;300.0
99;99;a;799;510;809;522;516.0;0.0;5;[];[];0.0;0.0;0;;;286.64190655834665;;;
100;100;unique;818;506;880;526;516.0;0.0;5;[np.float64(711.0)];[np.float64(0.27842337744579027)];233.0;233.0;1;3.2671;3.006;224.36598168930658;3.14;233.0;233.0
101;101;form;888;506;930;522;514.0;2.0;5;[];[];0.0;0.0;0;;;189.24473000606568;;;
102;102;of;938;506;956;522;514.0;0.0;5;[np.float64(712.0)];[np.float64(1.1664187908172607)];200.0;200.0;1;3.2847;3.0256;172.26740995091035;3.16;200.0;200.0
103;103;entertainment;963;506;1094;522;514.0;0.0;5;[np.float64(713.0)];[np.float64(0.6936549406785275)];217.0;217.0;1;3.2703;3.06;136.54659461975098;3.17;217.0;217.0
104;104;or;1102;510;1121;522;516.0;2.0;5;[];[];0.0;0.0;0;;;142.5608517097593;;;
105;105;advertisement.;1127;506;1268;522;514.0;2.0;5;[np.float64(714.0)];[np.float64(10.438422066824728)];233.0;233.0;1;3.3031;2.9863;151.64810288811464;3.14;233.0;233.0
106;106;The;249;588;286;603;595.5;81.5;6;[];[];0.0;0.0;0;;;777.0169588008719;;;
107;107;image;294;588;350;607;597.5;2.0;6;[np.float64(716.0)];[np.float64(1.6679546692791973)];283.0;283.0;1;3.2019;3.0067;712.8949931236293;3.1;283.0;283.0
108;108;captures;358;589;440;607;598.0;0.5;6;[np.float64(715.0)];[np.float64(0.0)];183.0;183.0;1;3.2078;3.0368;623.1645477964929;3.12;183.0;466.0
109;109;the;448;588;478;603;595.5;2.5;6;[np.float64(717.0)];[np.float64(7.490938239974513)];167.0;167.0;1;3.1706;2.934;585.6690391379597;3.05;167.0;167.0
110;110;essence;486;592;566;603;597.5;2.0;6;[];[];0.0;0.0;0;;;498.13564594485774;;;
111;111;of;573;588;591;603;595.5;2.0;6;[np.float64(718.0)];[np.float64(14.445807566128343)];167.0;167.0;1;3.1439;2.9103;473.29977015656044;3.03;167.0;167.0
112;112;surfing,;598;588;667;607;597.5;2.0;6;[np.float64(719.0)];[np.float64(4.686633968353249)];166.0;166.0;1;3.1668;2.9456;397.3863280337229;3.06;166.0;166.0
113;113;highlighting;677;588;784;607;597.5;0.0;6;[np.float64(720.0), np.float64(726.0)];[np.float64(6.425271034240723), np.float64(28.704014915331307)];400.0;250.0;2;3.2133;2.9591;281.78380159387103;3.09;200.0;250.0
114;114;the;792;588;822;603;595.5;2.0;6;[];[];0.0;0.0;0;;;245.39820825561756;;;
