text;attention
The;0.010863072
image;0.009663035
depicts;0.011782599
a;0.009292786
man;0.010160365
and;0.008395613
a;0.008158998
woman;0.009684659
sitting;0.008908688
on;0.008329037
a;0.008205917
couch;0.01351309
in;0.008318115
a;0.008374742
living;0.008455739
room.;0.019761262
They;0.009046665
are;0.008853969
facing;0.008613056
each;0.008768352
other;0.008677772
and;0.008819727
appear;0.008856886
to;0.00812397
be;0.007927636
engaged;0.0084562395
in;0.008139033
a;0.00800406
conversation;0.009876249
or;0.008075785
watching;0.008418974
something;0.008305519
together.;0.034312963
The;0.009759896
couch;0.011260195
is;0.008567948
positioned;0.008937147
in;0.0079191495
the;0.008089291
center;0.009461928
of;0.008039369
the;0.0082676085
room,;0.01062188
with;0.009044919
a;0.008639392
dining;0.0085142655
table;0.009288759
and;0.008067691
a;0.007835289
kitchen;0.008610634
area;0.009116697
visible;0.008679555
in;0.007843266
the;0.007766447
background.;0.018254906
There;0.010052764
are;0.008487571
several;0.0082653705
objects;0.00899487
scattered;0.0082119
around;0.007943694
the;0.007930827
room,;0.01027396
including;0.008516318
a;0.008267619
TV,;0.0108087985
a;0.007905413
laptop,;0.010532351
a;0.0078082844
cell;0.007901448
phone,;0.009582743
and;0.0077871718
a;0.007702332
few;0.007773074
bottles.;0.012790941
A;0.008292771
refrigerator;0.009716027
can;0.008441795
be;0.0078576375
seen;0.008388287
in;0.00779294
the;0.007872126
kitchen;0.008348593
area,;0.009270046
and;0.008029736
a;0.007798092
microwave;0.008669629
is;0.007978063
also;0.007639714
present.;0.0100514265
The;0.0081482865
living;0.0077530607
room;0.008003426
is;0.007813347
furnished;0.008539193
with;0.007931456
a;0.007834231
chair;0.008594555
and;0.007672788
a;0.007766905
potted;0.008272962
plant,;0.009449137
adding;0.008168367
a;0.0077414885
touch;0.007961938
of;0.007628773
greenery;0.008406967
to;0.007616472
the;0.0075359293
space.;0.007745591
