text;attention
The;0.033276744
prominent;0.029660316
objects;0.03973478
in;0.031382497
the;0.024830805
image;0.0338652
are;0.029599879
a;0.029172773
train;0.067367435
and;0.040738776
a;0.025849847
train;0.027230449
station.;0.08466784
The;0.026296804
train;0.034332935
is;0.030227534
traveling;0.037614875
down;0.030809533
the;0.02596048
tracks,;0.059480757
and;0.028245013
the;0.026480487
train;0.02325953
station;0.034280814
is;0.025850069
situated;0.026438251
next;0.022069404
to;0.026136324
the;0.021912929
tracks.;0.023226965
