text;attention
The;0.017511245
bedroom;0.017025847
in;0.016912201
the;0.016888501
image;0.016903196
has;0.016920302
a;0.016878229
clean;0.01687006
and;0.01691334
minimalist;0.0170154
appearance,;0.016968349
featuring;0.016900012
a;0.016864853
large;0.016867116
bed;0.016883915
with;0.01689282
white;0.0168712
sheets;0.016897216
and;0.016889188
pillows,;0.016978558
which;0.01685247
gives;0.01689719
it;0.016872099
a;0.016868416
fresh;0.016880095
and;0.016916601
inviting;0.017056877
look.;0.016999124
The;0.016920084
room;0.016887965
is;0.016908744
well-lit,;0.017235156
with;0.0168882
a;0.016863134
light;0.01687299
on,;0.016932914
creating;0.016895348
a;0.016883422
cozy;0.017048558
atmosphere.;0.016988717
The;0.016910248
overall;0.016889984
atmosphere;0.016945578
of;0.016938025
the;0.01688251
bedroom;0.017036036
is;0.016904265
calm;0.016915953
and;0.01698511
relaxing,;0.01718736
making;0.01693164
it;0.016903877
an;0.016916053
ideal;0.016943784
space;0.016982613
for;0.016943987
rest;0.016939769
and;0.01692244
rejuvenation.;0.017401073
