text;attention
The;0.014918546
title;0.014253301
of;0.013144871
NaomiKlein's;0.027249565
book;0.014825601
"""The";0.01566127
Shock;0.015732912
"Doctrine""";0.025644641
is;0.013559071
"""The";0.014915942
End;0.014376495
of;0.014322624
Employment;0.017977253
and;0.014354616
the;0.013715356
Rise;0.013457978
of;0.012901061
Disaster;0.015711255
"Capitalism.""";0.02302082
This;0.013731303
book;0.014019218
explores;0.016303195
how;0.018841427
economic;0.01662478
policies;0.016199442
have;0.014444592
become;0.014115
increasingly;0.015118453
harmful;0.016023954
to;0.015912183
human;0.014303917
rights,;0.020216208
social;0.013846302
justice,;0.015500138
and;0.013233584
environmental;0.013601812
sustainability.;0.021578874
It;0.013837544
argues;0.015197267
that;0.015865924
the;0.013783587
shock;0.013767951
doctrine;0.014270849
has;0.014430566
led;0.014270495
to;0.014049558
a;0.013269315
situation;0.01403527
where;0.015804997
large-scale;0.014908531
industries;0.015272995
are;0.0139010055
being;0.013431526
built;0.01378677
in;0.01339237
developing;0.013530769
countries;0.014014521
with;0.013502998
little;0.01425136
regard;0.014274651
for;0.013912522
local;0.0135914385
conditions;0.013339404
or;0.013246812
social;0.012526524
implications.;0.01317494
