;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;268;342;304;358;350.0;;1;[];[];0.0;0.0;0;;;330.5583305997496;;;
1;1;quote;312;343;365;362;352.5;2.5;1;[];[];0.0;0.0;0;;;269.5742925878816;;;
2;2;on;373;346;395;358;352.0;0.5;1;[np.float64(2780.0)];[np.float64(10.131017506122646)];133.0;133.0;1;3.5395;3.552;239.64661437244925;3.55;133.0;133.0
3;3;the;403;342;432;358;350.0;2.0;1;[np.float64(2783.0)];[np.float64(5.243468668848548)];367.0;367.0;1;3.6609;3.75;202.56683134057786;3.71;367.0;367.0
4;4;image,;441;342;502;362;352.0;2.0;1;[np.float64(2779.0), np.float64(2782.0), np.float64(2784.0)];[np.float64(9.675652562160064), np.float64(16.55686640739441), np.float64(8.027829148552655)];776.0;317.0;3;3.5915;3.6516;132.57842297494997;3.62;258.6667;450.0
5;5;"""Peace,";512;342;585;360;351.0;1.0;1;[np.float64(2762.0), np.float64(2781.0)];[np.float64(11.414787564958829), np.float64(12.353384613990784)];324.0;116.0;2;3.5286;3.5575;49.634549353568616;3.54;162.0;116.0
6;6;Poetry,;595;342;661;362;352.0;1.0;1;[np.float64(2785.0), np.float64(2786.0), np.float64(2791.0)];[np.float64(15.491142501209731), np.float64(8.035124015808094), np.float64(2.982206046581325)];917.0;350.0;3;3.5928;3.6542;2.982206046581325;3.62;305.6667;517.0
7;7;and;670;342;704;358;350.0;2.0;1;[np.float64(2778.0)];[np.float64(19.392923018511567)];283.0;283.0;1;3.6904;3.7201;35.58032080399237;3.71;283.0;2284.0
8;8;"Power,""";713;342;786;361;351.5;1.5;1;[np.float64(2787.0), np.float64(2790.0)];[np.float64(9.596447299508498), np.float64(4.6236131316737215)];599.0;283.0;2;3.6035;3.6733;78.51178077206387;3.64;299.5;283.0
9;9;suggests;795;343;881;362;352.5;1.0;1;[];[];0.0;0.0;0;;;160.50452996446188;;;
10;10;that;889;342;925;358;350.0;2.5;1;[np.float64(2763.0), np.float64(2788.0)];[np.float64(15.304414247813293), np.float64(16.509983539581356)];291.0;183.0;2;3.5193;3.5904;254.4725970746068;3.55;145.5;183.0
11;11;the;932;342;961;358;350.0;0.0;1;[np.float64(2764.0), np.float64(2789.0)];[np.float64(10.835844248634398), np.float64(7.292294706002088)];308.0;133.0;2;3.5726;3.6483;297.4700710212387;3.61;154.0;133.0
12;12;person;970;346;1034;362;354.0;4.0;1;[];[];0.0;0.0;0;;;335.52777839293555;;;
13;13;who;1041;342;1081;358;350.0;4.0;1;[np.float64(2765.0)];[np.float64(8.590853105519088)];150.0;150.0;1;3.5835;3.6659;406.46606223407736;3.62;150.0;150.0
14;14;created;1088;342;1159;358;350.0;0.0;1;[np.float64(2766.0)];[np.float64(4.74759333474293)];116.0;116.0;1;3.5565;3.6031;453.46492831917516;3.58;116.0;116.0
15;15;the;1167;342;1196;358;350.0;0.0;1;[];[];0.0;0.0;0;;;532.4634733862686;;;
16;16;image;1205;342;1261;362;352.0;2.0;1;[np.float64(2767.0)];[np.float64(0.01531219482421875)];116.0;116.0;1;3.5327;3.5967;570.4629170788536;3.56;116.0;116.0
17;17;values;252;425;313;440;432.5;80.5;2;[];[];0.0;0.0;0;;;332.84237760315045;;;
18;18;peace,;322;429;384;444;436.5;4.0;2;[np.float64(2768.0)];[np.float64(13.559119575902002)];316.0;316.0;1;3.5647;3.6691;266.2133229198747;3.62;316.0;316.0
19;19;poetry,;394;425;458;444;434.5;2.0;2;[np.float64(2769.0)];[np.float64(1.021578788757381)];150.0;150.0;1;3.5978;3.6803;196.36963539912068;3.64;150.0;150.0
20;20;and;467;425;501;440;432.5;2.0;2;[];[];0.0;0.0;0;;;158.8306462817211;;;
21;21;power;510;429;568;444;436.5;4.0;2;[];[];0.0;0.0;0;;;111.91522771205156;;;
22;22;in;576;425;590;440;432.5;4.0;2;[np.float64(2770.0)];[np.float64(0.0)];183.0;183.0;1;3.6274;3.6782;96.83587100452252;3.65;183.0;183.0
23;23;their;598;425;640;440;432.5;0.0;2;[np.float64(2771.0)];[np.float64(3.319692721733702)];217.0;217.0;1;3.6664;3.7265;85.98220604658133;3.7;217.0;217.0
24;24;life.;648;425;679;440;432.5;0.0;2;[];[];0.0;0.0;0;;;87.02861635410902;;;
25;25;It;689;425;699;440;432.5;0.0;2;[];[];0.0;0.0;0;;;101.7757341806986;;;
26;26;could;707;425;757;440;432.5;0.0;2;[];[];0.0;0.0;0;;;112.4396925458483;;;
27;27;be;766;425;788;440;432.5;0.0;2;[np.float64(2772.0)];[np.float64(3.0392731666564714)];166.0;166.0;1;3.6517;3.6909;157.07765230961118;3.67;166.0;166.0
28;28;a;796;429;806;440;434.5;2.0;2;[];[];0.0;0.0;0;;;184.83655975783813;;;
29;29;personal;815;425;895;444;434.5;0.0;2;[np.float64(2773.0)];[np.float64(2.9965744018554688)];150.0;150.0;1;3.6819;3.7055;199.8924481077585;3.69;150.0;150.0
30;30;mantra;905;425;969;440;432.5;2.0;2;[np.float64(2774.0)];[np.float64(2.3807636607776885)];183.0;183.0;1;3.697;3.7089;283.79378564273793;3.7;183.0;183.0
31;31;or;977;429;996;440;434.5;2.0;2;[];[];0.0;0.0;0;;;354.07952212031074;;;
32;32;a;1003;429;1013;440;434.5;0.0;2;[];[];0.0;0.0;0;;;379.28350126078067;;;
33;33;statement;1022;425;1116;440;432.5;2.0;2;[np.float64(2775.0), np.float64(2776.0)];[np.float64(1.2150847911834717), np.float64(0.6385178565979004)];283.0;133.0;2;3.6695;3.6725;396.8808527959451;3.67;141.5;283.0
34;34;expressing;1124;425;1227;444;434.5;2.0;2;[np.float64(2777.0)];[np.float64(3.8552557740893008)];241.0;241.0;1;3.7211;3.7066;496.9499534186682;3.71;241.0;3807.0
35;35;their;1236;425;1278;440;432.5;2.0;2;[];[];0.0;0.0;0;;;607.5699165770773;;;
