;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;252;302;288;317;309.5;;1;[];[];0.0;0.0;0;;;276.0328138319411;;;
1;1;possible;297;302;375;321;311.5;2.0;1;[855, 857, 858, 860, 861, 862, 863];[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(4.414512269637157), np.float64(7.631594242588221), np.float64(8.243386609213758), np.float64(12.351977825164852)];2349.0;583.0;7;3.8854;3.9169;189.04885040470782;3.9;335.5714;1332.0
2;2;theme;382;302;441;317;309.5;2.0;1;[853, 854, 859, 864, 903, 911];[np.float64(18.705450630363956), np.float64(0.0), np.float64(0.5924146422024705), np.float64(18.786575794220028), np.float64(16.334397646097045), np.float64(10.021717119216987)];1467.0;133.0;6;4.004;4.0799;123.07613916804986;4.04;244.5;3265.0
3;3;of;449;302;467;317;309.5;0.0;1;[];[];0.0;0.0;0;;;97.0970735108358;;;
4;4;this;474;302;506;317;309.5;0.0;1;[902, 904];[np.float64(0.2673164367676577), np.float64(19.752259016036987)];275.0;167.0;2;3.7295;3.8124;58.16356387079339;3.77;137.5;492.0
5;5;image;515;302;572;321;311.5;2.0;1;[865, 912];[np.float64(8.541520118713379), np.float64(4.385868549346924)];699.0;266.0;2;3.6669;3.7343;4.385868549346924;3.7;349.5;266.0
6;6;could;580;302;629;317;309.5;2.0;1;[866];[np.float64(7.726503658294746)];166.0;166.0;1;3.4048;3.4033;16.592192850454413;3.4;166.0;166.0
7;7;be;638;302;660;317;309.5;0.0;1;[];[];0.0;0.0;0;;;74.13188617926184;;;
8;8;a;668;306;679;317;311.5;2.0;1;[];[];0.0;0.0;0;;;104.3395677721395;;;
9;9;casual;687;302;748;317;309.5;2.0;1;[847, 867, 868];[np.float64(12.650500957782413), np.float64(9.659633064269997), np.float64(12.589733839035034)];899.0;433.0;3;3.8317;3.8754;123.08020012011384;3.85;299.6667;433.0
10;10;meal,;757;302;806;320;311.0;1.5;1;[];[];0.0;0.0;0;;;193.05185859998986;;;
11;11;as;815;306;837;317;311.5;0.5;1;[];[];0.0;0.0;0;;;251.1420768055676;;;
12;12;it;846;302;855;317;309.5;2.0;1;[];[];0.0;0.0;0;;;282.03613556304947;;;
13;13;features;862;302;940;317;309.5;0.0;1;[869, 870];[np.float64(14.967409338269931), np.float64(16.205230712890625)];401.0;234.0;2;3.5968;3.6473;298.0343047031084;3.62;200.5;401.0
14;14;two;948;302;981;317;309.5;0.0;1;[827];[np.float64(54.20967622190619)];333.0;333.0;1;4.7935;4.7962;384.0270774876362;4.79;333.0;333.0
15;15;plates;990;302;1046;321;311.5;2.0;1;[840, 871];[np.float64(23.348511866160777), np.float64(15.954237981276037)];643.0;459.0;2;4.3085;4.3676;426.02460834096996;4.34;321.5;459.0
16;16;with;1053;302;1091;317;309.5;2.0;1;[872];[np.float64(12.284473061561584)];134.0;134.0;1;3.6532;3.7232;489.0216998402522;3.69;134.0;134.0
17;17;different;1099;302;1177;317;309.5;0.0;1;[848, 873];[np.float64(5.0633246558053315), np.float64(13.863287270069122)];250.0;117.0;2;3.9664;4.0233;535.0200088194489;3.99;125.0;117.0
18;18;dishes;1185;302;1246;317;309.5;0.0;1;[874];[np.float64(11.88383436203003)];150.0;150.0;1;3.6554;3.7505;621.017519318894;3.7;150.0;150.0
19;19;on;1255;306;1277;317;311.5;2.0;1;[];[];0.0;0.0;0;;;691.0529145417815;;;
20;20;them.;247;383;299;398;390.5;79.0;2;[];[];0.0;0.0;0;;;278.41456448223965;;;
21;21;One;309;383;348;398;390.5;0.0;2;[875];[np.float64(23.2716813802719)];333.0;333.0;1;3.6431;3.7249;232.2624998335879;3.68;333.0;333.0
22;22;plate;356;383;401;402;392.5;2.0;2;[876];[np.float64(13.450612068176326)];300.0;300.0;1;3.6256;3.6845;184.00838077704847;3.66;300.0;300.0
23;23;contains;409;383;489;398;390.5;2.0;2;[877];[np.float64(16.136796832084656)];200.0;200.0;1;3.6085;3.6369;113.64612526209028;3.62;200.0;200.0
24;24;a;497;387;507;398;392.5;2.0;2;[];[];0.0;0.0;0;;;106.01227230407686;;;
25;25;sandwich;516;383;605;398;390.5;2.0;2;[878];[np.float64(16.872701644897518)];233.0;233.0;1;3.5884;3.6014;85.38586854934692;3.59;233.0;233.0
26;26;and;613;383;647;398;390.5;0.0;2;[852];[np.float64(0.0)];133.0;133.0;1;4.5681;4.7052;98.44767983638144;4.64;133.0;6364.0
27;27;fries;655;383;695;398;390.5;0.0;2;[879];[np.float64(15.853930501376851)];284.0;284.0;1;3.5632;3.5649;124.78828604299598;3.56;284.0;284.0
28;28;while;703;383;752;398;390.5;0.0;2;[];[];0.0;0.0;0;;;163.13280290342564;;;
29;29;another;759;383;833;398;390.5;0.0;2;[831, 880];[np.float64(24.697302520275116), np.float64(18.87049760818479)];300.0;133.0;2;4.1448;4.194;212.8768163538963;4.17;150.0;133.0
30;30;has;840;383;873;398;390.5;0.0;2;[881];[np.float64(19.549485261103605)];150.0;150.0;1;3.4902;3.4751;288.90806165134194;3.48;150.0;150.0
31;31;a;881;387;891;398;392.5;2.0;2;[];[];0.0;0.0;0;;;329.36320626381354;;;
32;32;salad;900;383;949;398;390.5;2.0;2;[830, 882];[np.float64(15.362190008163452), np.float64(16.831246137619075)];433.0;133.0;2;4.1306;4.1793;346.6815713289499;4.15;216.5;266.0
33;33;and;958;383;992;398;390.5;0.0;2;[846];[np.float64(4.601966424421846)];175.0;175.0;1;4.8426;4.9392;403.1480467322372;4.89;175.0;725.0
34;34;a;994;379;1004;406;392.5;2.0;2;[834, 835, 851];[np.float64(24.343714709518963), np.float64(24.993512092528615), np.float64(26.462867821727844)];526.0;242.0;3;4.6366;4.7347;437.6361581528746;4.69;175.3333;8975.0
35;35;side;1019;383;1057;398;390.5;2.0;2;[883];[np.float64(12.73263692855835)];200.0;200.0;1;3.4949;3.4744;462.9444842089872;3.48;200.0;200.0
36;36;dish;1065;383;1103;398;390.5;0.0;2;[884];[np.float64(11.602971172332786)];250.0;250.0;1;3.5093;3.5004;508.2261134397157;3.5;250.0;250.0
37;37;like;1112;383;1143;398;390.5;0.0;2;[];[];0.0;0.0;0;;;554.6142563693122;;;
38;38;rice;1151;383;1184;398;390.5;0.0;2;[885];[np.float64(5.4224773475102666)];233.0;233.0;1;3.5288;3.5219;593.1796792253325;3.53;233.0;233.0
