;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;There;251;342;307;358;350.0;;1;[];[];0.0;0.0;0;;;720.823036900396;;;
1;1;are;315;346;344;358;352.0;2.0;1;[];[];0.0;0.0;0;;;684.6582058867958;;;
2;2;no;353;346;375;358;352.0;0.0;1;[np.float64(2303.0)];[np.float64(24.74286527993571)];166.0;166.0;1;3.6172;3.6351;654.4298330871788;3.63;166.0;166.0
3;3;birds;383;342;428;358;350.0;2.0;1;[np.float64(2304.0), np.float64(2318.0)];[np.float64(6.37291145324707), np.float64(31.45935331072127)];217.0;100.0;2;3.613;3.6761;602.930601565505;3.64;108.5;100.0
4;4;or;436;346;455;358;352.0;2.0;1;[];[];0.0;0.0;0;;;576.7996913778433;;;
5;5;clouds;462;342;523;358;350.0;2.0;1;[];[];0.0;0.0;0;;;511.38873656131534;;;
6;6;visible;531;342;591;358;350.0;0.0;1;[np.float64(2305.0), np.float64(2306.0)];[np.float64(9.664246532666242), np.float64(6.428964614868164)];367.0;217.0;2;3.6731;3.7155;446.7516041269259;3.69;183.5;367.0
7;7;in;599;342;614;358;350.0;0.0;1;[];[];0.0;0.0;0;;;425.12656419290244;;;
8;8;the;622;342;651;358;350.0;0.0;1;[];[];0.0;0.0;0;;;390.668150665342;;;
9;9;photo;659;342;712;362;352.0;2.0;1;[np.float64(2307.0)];[np.float64(9.36739439964299)];167.0;167.0;1;3.7286;3.7797;333.29135358812664;3.75;167.0;167.0
10;10;you;719;346;753;362;354.0;2.0;1;[];[];0.0;0.0;0;;;296.8722092338304;;;
11;11;provided.;762;342;848;362;352.0;2.0;1;[np.float64(2308.0), np.float64(2309.0)];[np.float64(11.365935802459717), np.float64(18.784185647964534)];334.0;267.0;2;3.638;3.7023;218.8063943147272;3.67;167.0;334.0
12;12;The;857;342;893;358;350.0;2.0;1;[];[];0.0;0.0;0;;;190.46921929787615;;;
13;13;image;902;342;958;362;352.0;2.0;1;[];[];0.0;0.0;0;;;154.31467788004753;;;
14;14;shows;966;342;1026;358;350.0;2.0;1;[np.float64(2310.0)];[np.float64(18.458858370781)];200.0;200.0;1;3.5772;3.6051;148.41614890098566;3.59;200.0;200.0
15;15;a;1026;338;1036;366;352.0;2.0;1;[np.float64(2311.0)];[np.float64(6.689635944746561)];150.0;150.0;1;3.5946;3.6084;141.07532217300823;3.6;150.0;150.0
16;16;toy;1053;343;1081;362;352.5;0.5;1;[];[];0.0;0.0;0;;;150.02049655583582;;;
17;17;figure;1089;342;1142;362;352.0;0.5;1;[np.float64(2312.0), np.float64(2314.0)];[np.float64(8.94649143218993), np.float64(12.185451507568416)];517.0;167.0;2;3.5461;3.5669;163.48368199743263;3.56;258.5;167.0
18;18;of;1150;342;1168;358;350.0;2.0;1;[np.float64(2317.0)];[np.float64(15.430233782809808)];175.0;175.0;1;3.5649;3.6005;202.40329813068936;3.58;175.0;292.0
19;19;a;1175;346;1185;358;352.0;2.0;1;[];[];0.0;0.0;0;;;220.1662595066232;;;
20;20;surfer;1193;342;1249;358;350.0;2.0;1;[np.float64(2313.0), np.float64(2315.0)];[np.float64(10.086145060402998), np.float64(7.389057295663065)];351.0;117.0;2;3.5488;3.5586;233.77674022756585;3.55;175.5;701.0
21;21;on;1255;346;1278;358;352.0;2.0;1;[np.float64(2316.0)];[np.float64(9.3866446668452)];184.0;184.0;1;3.5775;3.5881;284.416348623282;3.58;184.0;476.0
22;22;a;262;429;272;440;434.5;82.5;2;[];[];0.0;0.0;0;;;743.3512498699441;;;
23;23;surfboard;280;425;370;440;432.5;2.0;2;[np.float64(2319.0)];[np.float64(14.96663603186613)];267.0;267.0;1;3.5521;3.5829;645.8025554831443;3.57;267.0;267.0
