text;attention
The;2.2102846e-15
image;1.965553e-15
depicts;5.5626356e-15
a;1.7145558e-15
man;2.5716939e-15
and;1.6458935e-15
a;1.4202568e-15
woman;3.2045685e-15
sitting;2.53306e-15
on;1.7495e-15
a;1.4267513e-15
couch;7.870141e-15
in;1.7743816e-15
a;1.421498e-15
living;2.164427e-15
room.;1.0
They;2.5147957e-15
are;1.5675059e-15
facing;1.8455226e-15
each;1.5955101e-15
other;2.1957294e-15
and;1.6346992e-15
appear;1.634687e-15
to;1.6096812e-15
be;1.3630525e-15
engaged;1.5196614e-15
in;1.4654859e-15
a;1.3182413e-15
conversation;2.2192826e-15
or;1.6164189e-15
watching;1.631155e-15
something;1.794907e-15
together.;7.678744e-15
The;2.0640427e-15
couch;3.6190135e-15
is;1.6342941e-15
positioned;2.3369584e-15
in;1.4300316e-15
the;1.4434208e-15
center;1.9978697e-15
of;1.4454209e-15
the;1.3884366e-15
room,;3.2218884e-15
with;1.8724769e-15
a;1.5696301e-15
dining;2.2165245e-15
table;2.4945974e-15
and;1.730708e-15
a;1.3786885e-15
kitchen;2.1631146e-15
area;1.879354e-15
visible;1.9371627e-15
in;1.4123903e-15
the;1.3497703e-15
background.;4.983386e-15
There;1.7493197e-15
are;1.5492795e-15
several;1.5995507e-15
objects;2.8891178e-15
scattered;1.8921151e-15
around;1.5848039e-15
the;1.3329259e-15
room,;2.6899558e-15
including;1.7264087e-15
a;1.4505413e-15
TV,;2.946168e-15
a;1.4039727e-15
laptop,;2.5652175e-15
a;1.3728579e-15
cell;1.5243701e-15
phone,;2.1220454e-15
and;1.4089893e-15
a;1.296364e-15
few;1.47061e-15
bottles.;3.397376e-15
A;1.6217739e-15
refrigerator;1.1409826e-14
can;1.484481e-15
be;1.3369335e-15
seen;1.643359e-15
in;1.4421603e-15
the;1.3515013e-15
kitchen;1.5977333e-15
area,;1.6809508e-15
and;1.5592698e-15
a;1.3949026e-15
microwave;2.200954e-15
is;1.3208437e-15
also;1.3696826e-15
present.;2.1088353e-15
The;1.5679007e-15
living;1.574734e-15
room;1.841542e-15
is;1.614804e-15
furnished;2.048582e-15
with;1.5886231e-15
a;1.3666451e-15
chair;1.9930893e-15
and;1.534557e-15
a;1.3181256e-15
potted;1.5242188e-15
plant,;1.7135554e-15
adding;1.7164275e-15
a;1.3438004e-15
touch;1.4302771e-15
of;1.3596821e-15
greenery;1.7991024e-15
to;1.3636505e-15
the;1.2779953e-15
space.;1.3386635e-15
