text;attention
The;0.008648104
man;0.008651412
in;0.0086553125
the;0.008660305
image;0.008648091
is;0.0086438935
snowboarding;0.008714875
down;0.008686613
a;0.008669732
snow-covered;0.008683201
slope,;0.00864711
holding;0.008677652
a;0.008653354
large;0.008652844
red;0.008645816
axe;0.008681373
or;0.0086742975
a;0.008671051
long;0.008650597
stick.;0.008651481
He;0.008660411
is;0.011824705
wearing;0.008669196
a;0.008645268
plaid;0.008659462
shirt;0.00869729
and;0.008643956
appears;0.008654012
to;0.008644967
be;0.008651019
enjoying;0.00864793
his;0.008951433
time;0.008652435
on;0.008647333
the;0.008649653
snowy;0.008656933
hill.;0.008662974
It;0.008650936
is;0.008690871
not;0.008654257
common;0.008648559
for;0.008648094
snowboarders;0.008700516
to;0.008655086
carry;0.008652767
a;0.008652609
large;0.008673744
axe;0.008662485
or;0.0086601265
stick;0.008652516
while;0.0086418
snowboarding,;0.008710319
so;0.008656059
this;0.008661279
unusual;0.0086568585
combination;0.008654846
of;0.00865997
snowboarding;0.008702028
and;0.0086437
carrying;0.00865085
a;0.008662659
large;0.008660033
tool;0.00864661
might;0.008645995
be;0.008661225
a;0.008662614
unique;0.00864685
aspect;0.008654244
of;0.008650723
this;0.008655999
particular;0.0086519765
scene.;0.008658949
It;0.008662213
could;0.008693433
be;0.0086532505
that;0.008659801
the;0.008646396
man;0.008651343
is;0.008654113
participating;0.00867729
in;0.008731034
some;0.008687502
kind;0.008661003
of;0.008650769
special;0.008667501
event;0.008660685
or;0.00865683
demonstration,;0.008702141
or;0.008661255
perhaps;0.008670832
he;0.008655305
is;0.00865418
using;0.008648713
the;0.008657372
large;0.008657823
red;0.008654862
axe;0.008662887
for;0.008648375
a;0.008653273
specific;0.008695063
purpose,;0.00868473
such;0.008680844
as;0.00867052
clearing;0.008737641
snow;0.008674158
or;0.008688516
providing;0.008675855
some;0.008678058
kind;0.008686117
of;0.00865406
assistance;0.008669648
during;0.008653294
his;0.008709353
snowboarding;0.008781081
adventure.;0.008736536
